,age,attrition,businesstravel,dailyrate,department,education,educationfield,employeecount,employeenumber,distancefromhome(miles)
1039,51,No,,1093.24,,3,,1,1040,2
1040,41,No,,564.06,,3,,1,1041,22
1041,32,No,,556.26,,1,marketing,1,1042,2
1042,25,No,travel_rarely,556.26,,1,life sciences,1,1043,18
1043,27,No,,595.21,,3,marketing,1,1044,10
1044,27,Yes,travel_rarely,247.0,,4,life sciences,1,1045,22
1045,37,No,,374.42,,3,medical,1,1046,11
1046,35,No,travel_frequently,965.92,,2,life sciences,1,1047,18
1047,25,No,,333.15,,3,,1,1048,1
1048,30,No,,556.26,,4,marketing,1,1049,7
1049,31,No,,1694.33,research & development,5,life sciences,1,1050,8
1050,36,No,,582.63,,4,marketing,1,1051,16
1051,25,Yes,travel_rarely,453.97,,2,,1,1052,9
1052,56,No,,213.16,,2,life sciences,1,1053,1
1053,41,No,,290.04,,5,medical,1,1054,5
1054,31,No,travel_rarely,290.04,,2,,1,1055,8
1055,31,Yes,travel_frequently,290.04,research & development,3,life sciences,1,1056,2
1056,48,No,,566.02,sales,3,marketing,1,1057,7
1057,34,Yes,,290.04,,4,,1,1058,9
1058,44,No,,326.24,,3,life sciences,1,1059,5
1059,49,No,travel_rarely,686.21,research & development,4,,1,1060,5
1060,44,No,,352.86,,3,life sciences,1,1061,20
1061,28,Yes,,300.13,,3,,1,1062,1
1062,44,No,travel_frequently,1032.49,research & development,1,,1,1063,2
1063,55,No,travel_rarely,556.26,,4,life sciences,1,1064,4
1064,28,No,travel_frequently,505.35,,3,life sciences,1,1065,7
1065,49,No,travel_rarely,556.26,,2,medical,1,1066,45
1066,29,No,travel_frequently,328.1,,1,life sciences,1,1067,2
1067,32,No,,1160.1,,3,,1,1068,10
1068,31,Yes,travel_frequently,290.04,,3,life sciences,1,1069,3
1069,40,No,,419.82,,2,life sciences,1,1070,43
1070,36,No,travel_rarely,290.04,,4,life sciences,1,1071,2
1071,33,No,,659.49,,4,life sciences,1,1072,8
1072,30,No,,1032.49,sales,4,,1,1073,14
1073,38,Yes,travel_rarely,500.91,,3,medical,1,1074,2
1074,48,No,travel_rarely,290.04,research & development,4,,1,1075,15
1075,34,No,,556.26,research & development,4,,1,1076,1
1076,38,No,travel_rarely,556.26,,3,life sciences,1,1077,16
1077,35,No,travel_rarely,556.26,,4,,1,1078,10
1078,23,No,,290.04,,3,,1,1079,10
1079,36,No,,556.26,,4,,1,1080,6
1080,34,No,travel_frequently,556.26,,4,,1,1081,36
1081,22,No,non-travel,290.04,,2,other,1,1082,26
1082,32,No,,341.71,,4,,1,1083,5
1083,31,No,travel_frequently,556.26,,4,,1,1084,2
1084,36,No,travel_rarely,556.26,,4,life sciences,1,1085,12
1085,21,No,,321.6,,1,medical,1,1086,19
1086,47,No,,1973.98,,4,,1,1087,26
1087,39,No,,556.26,,3,medical,1,1088,4
1088,40,No,,1032.49,,3,,1,1089,16
1089,48,No,travel_frequently,1568.46,,5,,1,1090,4
1090,35,Yes,,556.26,,2,medical,1,1091,10
1091,27,No,travel_rarely,290.04,research & development,3,medical,1,1092,8
1092,27,No,,266.19,,3,medical,1,1093,2
1093,40,Yes,travel_rarely,223.48,,3,,1,1094,7
1094,29,No,,556.26,,3,,1,1095,10
1095,36,No,,1032.49,,4,life sciences,1,1096,5
1096,49,No,travel_rarely,1582.77,,4,other,1,1097,22
1097,20,No,travel_rarely,290.04,,3,medical,1,1098,13
1098,36,No,non-travel,451.29,research & development,4,,1,1099,1
1099,33,No,travel_rarely,567.98,,4,,1,1100,2
1100,49,No,,266.91,,3,medical,1,1101,16
1101,47,No,travel_rarely,1647.9,,4,life sciences,1,1102,2
1102,20,No,travel_rarely,290.04,,1,,1,1103,9
1103,36,No,travel_rarely,556.26,,4,,1,1104,26
1104,44,No,travel_rarely,290.04,human resources,3,,1,1105,1
1105,55,No,,290.04,,3,technical degree,1,1106,12
1106,23,Yes,,290.04,,3,life sciences,1,1107,7
1107,26,No,,237.82,,4,,1,1108,17
1108,32,No,travel_frequently,354.2,,3,,1,1109,10
1109,31,No,,358.74,,4,life sciences,1,1110,2
1110,41,No,non-travel,556.26,human resources,3,human resources,1,1111,4
1111,24,No,travel_rarely,403.1,,1,medical,1,1112,29
1112,36,Yes,,556.26,,5,marketing,1,1113,13
1113,23,No,,290.04,,1,,1,1114,4
1114,24,No,,290.04,,3,medical,1,1115,35
1115,30,Yes,travel_frequently,290.04,,3,,1,1116,42
1116,31,No,,556.26,,3,,1,1117,5
1117,27,No,,355.44,,3,,1,1118,48
1118,29,Yes,travel_rarely,284.76,,3,,1,1119,9
1119,29,No,,649.38,,3,,1,1120,1
1120,53,No,,1582.77,,4,,1,1121,31
1121,34,No,travel_rarely,556.26,,2,,1,1122,3
1122,51,No,travel_rarely,1353.24,,3,,1,1123,3
1123,37,No,travel_rarely,556.26,sales,2,marketing,1,1124,9
1124,46,No,,556.26,,2,life sciences,1,1125,26
1125,43,No,non-travel,290.04,research & development,3,,1,1126,9
1126,41,No,travel_rarely,556.26,,3,,1,1127,35
1127,31,No,,1032.49,,4,,1,1128,7
1128,28,No,travel_rarely,370.5,,3,medical,1,1129,1
1129,38,No,,557.66,sales,4,,1,1130,2
1130,58,No,travel_frequently,1582.77,research & development,4,life sciences,1,1131,15
1131,29,Yes,travel_rarely,290.04,,3,,1,1132,13
1132,47,No,travel_rarely,217.18,,4,life sciences,1,1133,9
1133,28,No,,290.04,,2,life sciences,1,1134,1
1134,32,Yes,travel_rarely,556.26,sales,4,marketing,1,1135,2
1135,39,No,travel_rarely,402.59,,4,,1,1136,19
1136,55,No,travel_rarely,274.65,,4,,1,1137,2
1137,29,No,,212.75,,3,life sciences,1,1138,7
1138,35,No,,556.26,,2,other,1,1139,16
1139,34,Yes,non-travel,290.04,,4,technical degree,1,1140,16
1140,56,Yes,travel_rarely,266.91,,2,,1,1141,24
1141,36,No,,568.18,,2,marketing,1,1142,17
1142,31,No,,556.26,,2,,1,1143,10
1143,34,No,,836.02,,1,,1,1144,3
1144,31,No,travel_rarely,410.43,,3,,1,1145,4
1145,45,No,travel_frequently,557.04,,4,medical,1,1146,1
1146,39,No,,556.26,,4,,1,1147,21
1147,38,No,travel_rarely,290.04,,2,,1,1148,9
1148,31,No,,290.04,,2,,1,1149,3
1149,53,Yes,,1077.97,,4,life sciences,1,1150,24
1150,38,No,travel_frequently,290.04,human resources,4,other,1,1151,1
1151,54,No,,458.1,,3,,1,1152,10
1152,23,No,,290.04,,2,,1,1153,12
1153,25,No,,290.04,,1,other,1,1154,2
1154,31,No,,290.04,,2,life sciences,1,1155,2
1155,35,No,travel_rarely,274.44,,4,medical,1,1156,11
1156,22,No,,348.21,research & development,2,,1,1157,1
1157,32,No,travel_rarely,290.04,,4,,1,1158,29
1158,32,No,,234.1,,4,,1,1159,36
1159,21,No,travel_rarely,290.04,sales,1,medical,1,1160,5
1160,36,No,,556.26,,2,life sciences,1,1161,13
1161,29,Yes,travel_rarely,493.9,,4,,1,1162,38
1162,32,No,travel_rarely,290.04,,3,technical degree,1,1163,2
1163,40,No,travel_rarely,289.82,,4,,1,1164,2
1164,35,No,travel_frequently,556.26,,4,life sciences,1,1165,18
1165,50,Yes,travel_rarely,1119.86,sales,3,marketing,1,1166,40
1166,26,No,,290.04,,3,other,1,1167,5
1167,36,No,travel_frequently,265.26,,2,medical,1,1168,23
1168,27,No,travel_rarely,633.7,,3,life sciences,1,1169,4
1169,33,No,,257.52,,3,medical,1,1170,2
1170,36,No,,352.75,,4,life sciences,1,1171,5
1171,31,No,,258.04,research & development,4,medical,1,1172,1
1172,22,No,travel_rarely,290.04,research & development,1,technical degree,1,1173,2
1173,27,No,,264.75,,3,,1,1174,3
1174,33,No,travel_rarely,290.04,,3,life sciences,1,1175,2
1175,36,No,travel_frequently,290.04,,1,,1,1176,18
1176,37,No,,404.44,,2,medical,1,1177,18
1177,32,No,,290.04,,3,,1,1178,7
1178,51,No,travel_rarely,556.26,,3,medical,1,1179,35
1179,49,No,,1440.73,,2,technical degree,1,1180,45
1180,35,No,,674.76,,4,,1,1181,9
1181,22,No,,231.52,,3,medical,1,1182,11
1182,33,No,,1669.78,,5,,1,1183,1
1183,31,Yes,,436.74,sales,4,medical,1,1184,13
1184,45,Yes,,556.26,,4,,1,1185,26
1185,53,No,,1528.43,,3,,1,1186,7
1186,34,No,travel_rarely,556.26,,2,,1,1187,8
1187,43,No,,1770.37,,2,life sciences,1,1188,14
1188,28,No,travel_rarely,290.04,,2,medical,1,1189,8
1189,42,No,travel_frequently,290.04,research & development,1,,1,1190,2
1190,27,No,travel_rarely,239.16,,3,,1,1191,4
1191,40,No,,373.18,,4,,1,1192,9
1192,37,Yes,,1032.49,,4,life sciences,1,1193,1
1193,29,No,travel_frequently,290.04,,3,technical degree,1,1194,18
1194,38,No,,276.92,research & development,1,,1,1195,10
1195,34,No,,556.26,,4,,1,1196,46
1196,34,No,travel_rarely,290.04,,4,life sciences,1,1197,10
1197,50,No,travel_rarely,1984.77,,4,medical,1,1198,12
1198,26,Yes,,245.25,,3,,1,1199,21
1199,28,No,travel_frequently,290.04,research & development,3,life sciences,1,1200,6
1200,28,Yes,,290.04,,1,,1,1201,12
1201,40,No,,456.24,,2,medical,1,1202,29
1202,19,No,travel_rarely,263.3,,2,,1,1203,47
1203,20,No,travel_rarely,276.3,,3,marketing,1,1204,21
1204,40,No,,556.26,,3,,1,1205,10
1205,19,Yes,,290.04,,3,,1,1206,10
1206,59,No,,533.52,,3,,1,1207,3
1207,30,No,travel_rarely,1229.43,research & development,4,medical,1,1208,17
1208,45,No,travel_rarely,967.78,,3,,1,1209,29
1209,40,No,travel_rarely,290.04,,3,,1,1210,2
1210,30,No,,556.26,,1,life sciences,1,1211,42
1211,24,No,,290.04,research & development,2,technical degree,1,1212,24
1212,32,No,,606.46,,2,life sciences,1,1213,5
1213,28,Yes,travel_rarely,290.04,,3,medical,1,1214,24
1214,49,No,,556.26,sales,4,,1,1215,11
1215,38,No,travel_frequently,254.63,research & development,2,medical,1,1216,2
1216,46,No,travel_rarely,1973.98,,4,,1,1217,2
1217,34,Yes,travel_frequently,556.26,,4,life sciences,1,1218,9
1218,39,No,,425.8,,3,life sciences,1,1219,20
1219,26,Yes,travel_rarely,221.62,human resources,2,,1,1220,20
1220,54,No,travel_rarely,556.26,,4,medical,1,1221,7
1221,36,No,travel_frequently,400.94,,1,,1,1222,2
1222,32,Yes,travel_frequently,290.04,research & development,2,,1,1223,5
1223,32,No,,687.87,,4,,1,1224,15
1224,28,Yes,,290.04,research & development,3,,1,1225,17
1225,33,No,,290.04,,2,medical,1,1226,1
1226,37,Yes,travel_rarely,215.63,,2,,1,1227,2
1227,59,No,travel_rarely,290.04,,3,medical,1,1228,3
1228,30,No,travel_rarely,290.04,,1,life sciences,1,1229,24
1229,22,No,,290.04,,2,,1,1230,16
1230,21,No,travel_rarely,290.04,,2,,1,1231,15
1231,30,No,travel_rarely,290.04,,2,medical,1,1232,9
1232,39,Yes,travel_rarely,215.22,,3,technical degree,1,1233,18
1233,24,Yes,travel_rarely,290.04,,3,,1,1234,1
1234,35,No,,201.29,research & development,2,other,1,1235,4
1235,27,No,,290.04,,4,life sciences,1,1236,2
1236,26,Yes,,290.04,,3,life sciences,1,1237,25
1237,37,No,,311.79,research & development,2,life sciences,1,1238,24
1238,35,No,,290.04,,1,,1,1239,46
1239,48,Yes,,1032.49,,2,,1,1240,1
1240,35,No,non-travel,1032.49,,2,medical,1,1241,11
1241,55,No,travel_rarely,1582.77,,3,,1,1242,8
1242,45,No,,1003.27,,3,life sciences,1,1243,7
1243,36,Yes,,349.56,,3,medical,1,1244,9
1244,36,No,travel_rarely,313.44,research & development,3,life sciences,1,1245,6
1245,45,No,travel_rarely,1032.49,research & development,4,other,1,1246,6
1246,55,No,,1032.49,,2,,1,1247,1
1247,23,No,,239.57,,1,technical degree,1,1248,2
1248,32,No,travel_rarely,290.04,,1,life sciences,1,1249,1
1249,20,Yes,,301.89,research & development,3,life sciences,1,1250,6
1250,37,No,,556.26,,2,life sciences,1,1251,2
1251,22,No,,290.04,research & development,3,,1,1252,15
1252,34,No,,464.8,,4,life sciences,1,1253,24
1253,36,No,,292.5,,2,life sciences,1,1254,3
1254,19,Yes,travel_rarely,290.04,sales,1,marketing,1,1255,22
1255,41,No,,290.04,,4,life sciences,1,1256,9
1256,19,No,,290.04,,1,,1,1257,18
1257,51,No,,556.26,,4,,1,1258,7
1258,58,No,,290.04,,3,,1,1259,9
1259,19,Yes,travel_frequently,290.04,,1,,1,1260,1
1260,19,Yes,travel_rarely,290.04,,3,life sciences,1,1261,2
1261,35,Yes,travel_rarely,556.26,,2,,1,1262,23
1262,38,No,travel_rarely,676.1,,4,,1,1263,38
1263,38,Yes,,688.48,,1,medical,1,1264,29
1264,41,No,,1402.25,sales,3,life sciences,1,1265,6
1265,59,No,travel_rarely,224.61,,3,life sciences,1,1266,3
1266,50,No,travel_rarely,2013.66,,4,medical,1,1267,1
1267,41,No,travel_rarely,556.26,research & development,2,life sciences,1,1268,19
1268,45,No,,1981.16,,3,,1,1269,1
1269,37,Yes,,1036.7,,3,medical,1,1270,10
1270,51,No,,280.94,,3,,1,1271,38
1271,28,Yes,travel_rarely,290.04,,4,life sciences,1,1272,2
1272,29,No,travel_rarely,685.49,,3,medical,1,1273,2
1273,31,No,travel_rarely,556.26,research & development,3,medical,1,1274,23
1274,38,No,travel_rarely,578.29,,2,medical,1,1275,7
1275,44,Yes,travel_frequently,326.13,,3,life sciences,1,1276,12
1276,36,No,,556.26,,3,technical degree,1,1277,3
1277,18,Yes,,146.51,research & development,3,,1,1278,3
1278,36,No,,290.04,,4,life sciences,1,1279,18
1279,18,No,,123.81,,3,,1,1280,10
1280,39,Yes,travel_rarely,540.43,,2,,1,1281,3
1281,43,No,travel_rarely,1030.2,research & development,3,,1,1282,15
1282,47,No,travel_frequently,556.26,,1,medical,1,1283,4
1283,42,No,travel_rarely,1649.97,,5,,1,1284,23
1284,32,No,,244.52,,3,,1,1285,2
1285,48,No,travel_rarely,1032.49,,1,medical,1,1286,29
1286,42,No,travel_rarely,699.63,research & development,4,,1,1287,2
1287,36,No,non-travel,686.42,,5,medical,1,1288,1
1288,33,Yes,travel_rarely,294.15,,3,marketing,1,1289,5
1289,46,No,,542.49,research & development,4,medical,1,1290,7
1290,21,Yes,travel_rarely,290.04,sales,3,life sciences,1,1291,12
1291,30,No,,255.46,,1,technical degree,1,1292,2
1292,30,Yes,travel_frequently,235.75,,3,,1,1293,4
1293,32,No,travel_rarely,433.02,,4,,1,1294,10
1294,40,No,travel_rarely,355.75,,3,,1,1295,2
1295,28,No,travel_rarely,470.27,,2,,1,1296,17
1296,38,No,travel_frequently,175.6,,2,,1,1297,2
1297,19,Yes,,264.54,,2,technical degree,1,1298,2
1298,57,No,travel_rarely,1582.77,,3,,1,1299,29
1299,47,No,travel_rarely,523.1,,2,medical,1,1300,2
1300,54,No,travel_rarely,390.0,,4,life sciences,1,1301,8
1301,31,Yes,travel_frequently,1013.59,,3,,1,1302,42
1302,18,Yes,travel_frequently,193.76,,3,marketing,1,1303,5
1303,40,No,,1032.49,,3,other,1,1304,28
1304,26,No,,556.26,,2,,1,1305,29
1305,26,Yes,travel_rarely,241.43,research & development,3,,1,1306,24
1306,38,No,,556.26,,3,,1,1307,10
1307,24,No,,219.45,,2,other,1,1308,17
1308,30,Yes,travel_frequently,209.75,,4,,1,1309,12
1309,37,No,travel_rarely,990.68,,3,marketing,1,1310,2
1310,20,No,travel_rarely,290.04,research & development,3,life sciences,1,1311,1
1311,43,No,,1715.48,,4,other,1,1312,14
1312,38,No,,290.04,,1,life sciences,1,1313,27
1313,33,No,,556.26,sales,4,marketing,1,1314,8
1314,30,No,,214.91,,3,,1,1315,3
1315,29,No,,556.26,sales,2,medical,1,1316,44
1316,20,Yes,,104.1,,1,medical,1,1317,10
1317,35,No,non-travel,290.04,,3,,1,1318,20
1318,37,No,,290.04,,2,life sciences,1,1319,10
1319,38,No,,811.06,,3,,1,1320,1
1320,29,No,,272.59,,3,,1,1321,10
1321,35,No,,556.26,,4,,1,1322,2
1322,38,No,travel_rarely,290.04,,5,medical,1,1323,2
1323,34,No,travel_rarely,528.36,,5,life sciences,1,1324,8
1324,23,Yes,,290.04,,3,life sciences,1,1325,6
1325,24,No,,277.95,,3,life sciences,1,1326,9
1326,29,Yes,travel_rarely,290.04,,2,life sciences,1,1327,1
1327,40,No,travel_frequently,525.57,,4,medical,1,1328,16
1328,30,No,travel_rarely,556.26,research & development,3,,1,1329,2
1329,45,No,,234.62,,3,,1,1330,2
1330,27,No,,290.04,,3,medical,1,1331,3
1331,37,No,,556.26,,4,marketing,1,1332,16
1332,32,No,,238.75,,3,life sciences,1,1333,1
1333,53,No,travel_rarely,1582.77,,3,marketing,1,1334,8
1334,37,No,,1032.49,,2,,1,1335,19
1335,32,Yes,travel_rarely,290.04,,4,,1,1336,25
1336,58,Yes,travel_frequently,245.56,,1,,1,1337,2
1337,43,No,travel_rarely,556.26,,3,,1,1338,8
1338,21,Yes,travel_rarely,290.04,research & development,1,other,1,1339,18
1339,34,No,,207.17,,3,life sciences,1,1340,48
1340,58,No,,1088.7,,3,,1,1341,5
1341,48,No,,233.07,,4,medical,1,1342,20
1342,32,No,non-travel,290.04,,3,life sciences,1,1343,1
1343,25,Yes,,248.96,,2,marketing,1,1344,19
1344,40,No,,1032.49,sales,4,marketing,1,1345,10
1345,19,Yes,,218.83,,3,other,1,1346,21
1346,20,Yes,travel_rarely,290.04,research & development,3,technical degree,1,1347,4
1347,33,No,travel_rarely,556.26,,3,,1,1348,1
1348,58,Yes,travel_rarely,255.77,,3,,1,1349,2
1349,40,Yes,non-travel,1361.29,,3,,1,1350,24
1350,29,Yes,travel_rarely,290.04,,3,,1,1351,10
1351,47,No,travel_rarely,429.52,,2,life sciences,1,1352,18
1352,18,No,,290.04,,2,,1,1353,5
1353,20,Yes,,268.25,,3,medical,1,1354,16
1354,42,No,,1888.4,,2,,1,1355,5
1355,50,No,travel_rarely,245.56,research & development,3,,1,1356,9
1356,37,Yes,travel_rarely,492.87,,2,medical,1,1357,11
1357,38,No,,556.26,,4,life sciences,1,1358,3
1358,36,Yes,,556.26,,3,,1,1359,15
1359,28,No,travel_rarely,108.54,sales,1,medical,1,1360,10
1360,43,No,,1032.49,,3,,1,1361,25
1361,21,Yes,travel_rarely,290.04,research & development,3,,1,1362,10
1362,51,Yes,travel_rarely,253.91,,4,,1,1363,4
1363,37,No,,556.26,sales,4,,1,1364,10
1364,28,Yes,,267.84,research & development,3,medical,1,1365,1
1365,50,Yes,,487.81,,4,,1,1366,1
1366,34,No,,290.04,,4,,1,1367,3
1367,38,No,travel_rarely,758.44,,2,marketing,1,1368,2
1368,42,No,,556.26,,3,,1,1369,29
1369,18,Yes,,290.04,,1,,1,1370,8
1370,41,No,,491.73,,4,,1,1371,12
1371,35,No,travel_rarely,232.97,research & development,4,medical,1,1372,1
1372,32,No,,291.67,sales,1,,1,1373,2
1373,22,Yes,,294.36,,4,life sciences,1,1374,3
1374,44,No,non-travel,236.27,,3,,1,1375,26
1375,41,Yes,non-travel,217.39,,2,life sciences,1,1376,5
1376,40,No,travel_frequently,556.26,,4,,1,1377,2
1377,24,Yes,,228.02,,2,life sciences,1,1378,17
1378,42,No,travel_frequently,1360.98,,5,medical,1,1379,26
1379,49,No,,1973.98,research & development,2,medical,1,1380,4
1380,48,No,travel_rarely,290.04,,2,technical degree,1,1381,2
1381,29,No,travel_rarely,556.26,research & development,3,,1,1382,7
1382,48,No,,1884.48,research & development,3,life sciences,1,1383,1
1383,34,No,,290.04,,3,technical degree,1,1384,20
1384,19,No,,290.04,,3,life sciences,1,1385,25
1385,23,No,,290.04,,2,,1,1386,1
1386,25,Yes,travel_frequently,115.35,,1,,1,1387,32
1387,42,No,,244.73,,4,medical,1,1388,34
1388,51,No,travel_frequently,292.81,,2,medical,1,1389,6
1389,45,No,travel_frequently,1863.44,,3,medical,1,1390,25
1390,27,No,,290.04,,3,medical,1,1391,11
1391,18,No,non-travel,166.21,,3,,1,1392,1
1392,31,Yes,travel_frequently,290.04,,3,,1,1393,2
1393,31,Yes,travel_frequently,290.04,,4,life sciences,1,1394,1
1394,31,Yes,travel_rarely,290.04,,3,life sciences,1,1395,8
1395,27,No,travel_rarely,290.04,,1,life sciences,1,1396,11
1396,39,Yes,,290.04,,3,,1,1397,2
1397,44,No,travel_frequently,491.94,,5,marketing,1,1398,1
1398,30,No,,131.44,research & development,3,,1,1399,25
1399,35,No,travel_rarely,248.03,,1,life sciences,1,1400,26
1400,24,Yes,travel_frequently,290.04,,3,,1,1401,9
1401,24,No,,209.75,,2,,1,1402,13
1402,28,Yes,,264.23,,2,medical,1,1403,2
1403,28,No,travel_rarely,161.26,,3,life sciences,1,1404,1
1404,33,No,,659.08,,5,,1,1405,8
1405,39,No,travel_rarely,864.19,,3,,1,1406,6
1406,42,No,,499.47,,3,medical,1,1407,2
1407,29,No,travel_rarely,290.04,,3,,1,1408,9
1408,35,No,travel_rarely,290.04,,3,,1,1409,1
1409,35,Yes,travel_rarely,213.98,,3,,1,1410,14
1410,34,No,,306.63,,4,medical,1,1411,13
1411,26,No,travel_rarely,290.04,,3,,1,1412,3
1412,36,No,travel_rarely,703.13,,4,life sciences,1,1413,1
1413,50,No,,1973.98,,3,marketing,1,1414,24
1414,42,No,travel_rarely,1973.98,,2,,1,1415,9
1415,35,No,,277.54,,2,life sciences,1,1416,7
1416,46,No,travel_rarely,1812.47,,4,life sciences,1,1417,1
1417,18,Yes,travel_frequently,161.88,sales,2,medical,1,1418,3
1418,29,No,,431.99,,3,,1,1419,5
1419,31,No,,556.26,,4,life sciences,1,1420,5
1420,41,No,travel_rarely,1032.49,,2,,1,1421,23
1421,38,No,travel_rarely,341.1,,2,,1,1422,4
1422,32,Yes,travel_rarely,143.72,,4,life sciences,1,1423,2
1423,60,No,,1122.85,,4,,1,1424,1
1424,24,Yes,,290.04,,1,,1,1425,22
1425,40,No,travel_rarely,556.26,,2,life sciences,1,1426,8
1426,30,No,travel_rarely,295.29,,1,,1,1427,21
1427,47,No,non-travel,556.26,,4,marketing,1,1428,2
1428,32,Yes,travel_rarely,694.88,sales,2,,1,1429,1
1429,45,No,travel_rarely,1006.57,,3,life sciences,1,1430,41
1430,34,No,,290.04,,4,,1,1431,2
1431,33,Yes,,1032.49,,3,,1,1432,16
1432,31,Yes,travel_rarely,1032.49,,4,,1,1433,16
1433,29,No,travel_rarely,290.04,,3,technical degree,1,1434,4
1434,30,No,,546.21,,3,,1,1435,16
1435,38,No,travel_rarely,556.26,,3,medical,1,1436,18
1436,43,Yes,,251.44,,3,technical degree,1,1437,17
1437,55,No,travel_rarely,1973.98,,3,,1,1438,44
1438,21,Yes,,290.04,,1,marketing,1,1439,7
1439,22,Yes,travel_rarely,290.04,,1,medical,1,1440,45
1440,37,No,travel_rarely,420.02,,2,other,1,1441,8
1441,42,No,travel_rarely,556.26,,3,,1,1442,13
1442,18,No,,290.04,,3,,1,1443,14
1443,31,Yes,travel_rarely,304.98,,5,human resources,1,1444,18
1444,36,No,travel_rarely,556.26,,4,,1,1445,2
1445,32,No,travel_frequently,479.56,,4,marketing,1,1446,10
1446,29,No,,556.26,,1,life sciences,1,1447,29
1447,42,No,travel_rarely,290.04,,3,,1,1448,8
1448,29,No,travel_rarely,289.3,,1,,1,1449,6
1449,29,Yes,,251.64,,2,,1,1450,24
1450,28,No,travel_rarely,294.67,sales,3,medical,1,1451,3
1451,30,Yes,,290.04,,3,,1,1452,9
1452,22,Yes,travel_rarely,290.04,research & development,1,life sciences,1,1453,7
1453,26,No,,302.61,,2,life sciences,1,1454,1
1454,44,No,travel_rarely,556.26,,4,,1,1455,1
1455,29,Yes,travel_frequently,112.56,sales,3,technical degree,1,1456,24
1456,28,Yes,travel_rarely,556.26,,2,marketing,1,1457,13
1457,56,No,travel_rarely,556.26,,5,,1,1458,11
1458,39,No,travel_rarely,531.45,,2,,1,1459,9
1459,58,No,,1582.77,,3,,1,1460,21
1460,42,No,travel_rarely,556.26,sales,4,marketing,1,1461,12
1461,27,Yes,,295.39,,3,,1,1462,22
1462,38,No,travel_rarely,294.87,,3,,1,1463,1
1463,32,No,,556.26,,4,life sciences,1,1464,5
1464,31,No,,116.48,,1,medical,1,1465,2
1465,25,No,travel_rarely,290.04,,3,,1,1466,2
1466,40,No,,290.04,research & development,4,,1,1467,44
1467,39,No,non-travel,2004.79,,3,,1,1468,9
1468,23,Yes,,290.04,,3,,1,1469,9
1469,35,No,travel_rarely,1032.49,,4,life sciences,1,1470,26
1470,34,No,travel_rarely,238.13,,2,technical degree,1,1471,7
1471,28,No,non-travel,221.21,,3,medical,1,1472,16
1472,29,No,,554.36,,3,life sciences,1,1473,1
1473,58,Yes,travel_rarely,1032.49,,4,medical,1,1474,23
1474,38,No,,1032.49,,3,life sciences,1,1475,3
1475,29,No,travel_frequently,1032.49,,1,,1,1476,1
1476,55,No,travel_rarely,1964.96,,3,medical,1,1477,1
1477,41,No,,1652.34,,4,,1,1478,2
1478,39,No,travel_rarely,991.82,research & development,3,,1,1479,1
1479,38,No,,1187.54,,2,life sciences,1,1480,15
1480,43,No,,1582.77,,3,,1,1481,12
1481,31,No,,444.27,,2,,1,1482,7
1482,50,No,travel_rarely,1758.71,research & development,4,life sciences,1,1483,29
1483,33,No,non-travel,290.04,sales,1,life sciences,1,1484,8
1484,26,Yes,,210.68,,3,life sciences,1,1485,2
1485,38,No,travel_frequently,291.06,,4,,1,1486,3
1486,46,No,,1973.98,,4,medical,1,1487,1
1487,21,No,,213.57,,1,,1,1488,25
1488,31,No,travel_frequently,287.96,,3,,1,1489,20
1489,35,No,,556.26,,2,marketing,1,1490,11
1490,34,No,,556.26,,2,,1,1491,2
1491,33,Yes,,848.51,,4,,1,1492,9
1492,31,Yes,,269.29,research & development,3,medical,1,1493,15
1493,37,No,travel_rarely,591.29,,2,,1,1494,25
1494,27,No,travel_rarely,261.96,,3,,1,1495,6
1495,35,No,travel_frequently,245.14,,4,other,1,1496,4
1496,56,No,,1973.98,,4,,1,1497,4
1497,45,No,,290.04,research & development,3,medical,1,1498,7
1498,43,No,travel_rarely,365.13,,3,life sciences,1,1499,2
1499,31,No,travel_rarely,564.16,,4,marketing,1,1500,29
1500,35,Yes,,599.75,,3,,1,1501,27
1501,35,No,non-travel,556.26,research & development,2,medical,1,1502,2
1502,30,No,,997.39,,3,medical,1,1503,47
1503,46,Yes,travel_rarely,556.26,,2,medical,1,1504,21
1504,45,No,non-travel,531.76,,4,,1,1505,48
1505,43,No,travel_frequently,585.52,,4,life sciences,1,1506,2
1506,46,Yes,,754.62,,3,life sciences,1,1507,10
1507,40,No,travel_rarely,1582.77,research & development,4,,1,1508,1
1508,27,No,travel_rarely,556.26,sales,2,,1,1509,2
1509,42,No,,1032.49,,3,medical,1,1510,6
1510,26,No,travel_frequently,290.04,,3,other,1,1511,6
1511,28,No,travel_frequently,556.26,,2,life sciences,1,1512,1
1512,31,No,travel_rarely,290.04,research & development,4,,1,1513,5
1513,31,No,travel_rarely,661.35,,3,human resources,1,1514,2
1514,31,No,,290.04,research & development,4,,1,1515,2
1515,52,Yes,,509.79,,4,medical,1,1516,8
1516,28,Yes,,290.04,,4,medical,1,1517,2
1517,47,No,travel_rarely,1973.98,,5,,1,1518,5
1518,29,No,,410.94,,5,other,1,1519,9
1519,37,No,,654.85,,2,medical,1,1520,5
1520,23,No,,299.62,,1,,1,1521,22
1521,42,No,travel_rarely,278.16,human resources,1,,1,1522,2
1522,30,No,,556.26,sales,2,,1,1523,28
1523,21,Yes,,224.3,,1,,1,1524,1
