,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
754,33,no,,556.26,,25,3,,1,755,4,male,,2,2,manufacturing director,2,,,11681.39,1,y,no,13,3,4,part time,0,5,2,3,5,,0,2,,1990,53914.11,,,yes
755,35,no,,250.71,,28,4,,1,756,2,female,31.339285714285715,2,1,sales representative,3,married,2025.0,5265.0,0,y,,23,4,1,part time,2,6,5,3,5,,4,2,2025.00,1988,24300.00,,,yes
756,38,no,travel_frequently,556.26,,10,4,,1,757,3,male,69.53208262471655,3,2,human resources,3,,4492.84,11681.39,3,y,no,11,3,3,part time,0,10,2,3,6,,1,2,4492.84,1985,53914.11,,,yes
757,28,no,,503.18,,27,3,,1,758,2,female,,1,2,manufacturing director,1,divorced,4064.17,10566.83,0,y,,21,4,2,part time,1,6,5,2,5,,0,0,4064.17,1995,48770.00,,,yes
758,37,no,,556.26,,19,3,life sciences,1,759,3,male,,3,2,manufacturing director,3,,,11681.39,3,y,no,17,3,1,part time,3,,2,2,4,3,0,2,,1986,53914.11,,,no
759,24,no,,387.94,research & development,2,1,technical degree,1,760,1,female,,3,1,research scientist,4,,3133.33,8146.67,1,y,,13,3,3,full time,0,6,2,3,6,,1,3,3133.33,1999,37600.00,research scientist  -  research & development,,no
760,36,no,,207.69,,7,3,,1,761,1,male,,3,1,laboratory technician,2,,1677.5,4361.5,2,y,,11,3,3,,0,,4,3,4,,1,3,1677.50,1987,,,,yes
761,38,no,travel_frequently,290.04,,2,3,,1,762,4,female,,2,1,laboratory technician,2,,2342.59,6090.75,1,y,,22,4,2,part time,0,4,3,3,4,,3,3,2342.59,1985,28111.13,,,no
762,53,no,travel_rarely,1032.49,,24,4,medical,1,763,2,male,,4,3,healthcare representative,4,married,8339.32,21682.23,3,y,no,15,3,3,,0,11,2,3,4,,1,2,8339.32,1970,,,,no
763,37,no,travel_frequently,556.26,,1,4,,1,764,3,male,69.53208262471655,1,2,sales executive,4,,,11681.39,1,y,,14,3,3,part time,2,6,2,2,6,,1,3,,1986,53914.11,,,yes
764,24,no,,290.04,research & development,12,3,medical,1,765,3,male,,4,1,research scientist,3,married,2342.59,6090.75,1,y,no,16,3,4,part time,1,5,1,3,5,,0,4,2342.59,1999,28111.13,research scientist  -  research & development,,yes
765,29,no,travel_rarely,306.84,,9,4,medical,1,766,4,female,38.35515873015873,3,1,laboratory technician,3,,,6443.67,9,y,no,17,3,3,full time,1,,2,3,5,,1,2,,1994,29740.00,,,no
766,32,no,travel_rarely,1032.49,,19,3,,1,767,4,male,,1,3,sales executive,3,married,8339.32,21682.23,3,y,no,13,3,3,part time,1,,2,1,4,,0,2,8339.32,1991,100071.84,,,no
767,42,no,travel_rarely,285.38,,12,3,medical,1,768,2,male,35.67261904761905,3,1,laboratory technician,2,divorced,2305.0,5993.0,8,y,no,22,4,2,part time,3,7,6,2,5,,0,4,2305.00,1981,27660.00,,,yes
768,41,no,,290.04,,9,4,life sciences,1,769,3,male,,3,1,laboratory technician,1,divorced,2342.59,6090.75,1,y,no,20,4,2,part time,2,5,2,3,5,,0,4,2342.59,1982,28111.13,,,yes
769,44,yes,,290.04,,1,2,,1,770,3,male,,3,1,research scientist,2,,,6090.75,1,y,yes,12,3,3,part time,3,,2,2,5,,2,3,,1979,28111.13,,,yes
770,28,no,travel_rarely,290.04,,1,3,,1,771,3,male,36.25443871706758,3,1,research scientist,4,married,2342.59,6090.75,1,y,no,11,3,3,part time,1,5,6,4,5,,0,3,2342.59,1995,28111.13,,,yes
771,39,no,,1032.49,research & development,10,1,medical,1,772,3,male,,3,3,research director,3,single,8339.32,21682.23,7,y,,21,4,3,part time,0,,3,3,4,,2,2,8339.32,1984,100071.84,research director  -  research & development,,yes
772,40,no,,348.42,,2,2,life sciences,1,773,3,female,,3,1,laboratory technician,1,married,,7316.83,4,y,,17,3,4,full time,1,7,5,2,4,,0,2,,1983,33770.00,,,yes
773,37,yes,travel_rarely,434.67,,10,4,,1,774,4,male,,3,2,manufacturing director,1,single,,9128.17,1,y,,15,3,2,part time,0,10,4,,10,,0,8,,1986,42130.00,,,yes
774,40,no,,671.98,,1,3,,1,775,3,female,83.99702380952381,3,2,healthcare representative,4,,5427.5,14111.5,4,y,,17,3,4,full time,1,12,3,3,5,,0,3,5427.50,1983,65130.00,,,yes
775,26,no,travel_rarely,556.26,sales,10,3,,1,776,3,male,,3,2,sales executive,4,,4492.84,11681.39,1,y,no,13,3,1,,0,,4,3,5,,1,2,4492.84,1997,,sales executive  -  sales,,no
776,42,no,,290.04,,10,4,technical degree,1,777,3,male,,3,1,research scientist,3,married,2342.59,6090.75,3,y,no,22,4,2,part time,2,10,1,2,6,,3,3,2342.59,1981,28111.13,,,no
777,34,no,travel_rarely,1032.49,,4,3,,1,778,3,male,129.06091077207583,3,3,sales executive,4,married,8339.32,21682.23,2,y,yes,13,3,4,part time,3,9,3,3,5,,1,0,8339.32,1989,100071.84,,,yes
778,37,no,travel_rarely,442.0,,7,4,medical,1,779,4,male,55.25,3,2,research scientist,1,,,9282.0,5,y,,22,4,3,part time,1,16,2,3,5,,0,4,,1986,42840.00,,,yes
779,27,no,,229.67,,2,4,technical degree,1,780,2,male,28.70833333333333,3,1,research scientist,2,,1855.0,4823.0,1,y,no,11,,3,part time,1,6,3,2,5,,1,2,1855.00,1996,22260.00,,,no
780,35,no,travel_rarely,573.75,,18,4,,1,781,2,male,,3,2,sales executive,1,,4634.17,12048.83,0,y,,16,3,4,full time,1,,2,1,5,,0,4,4634.17,1988,55610.00,,,yes
781,28,no,non-travel,221.21,,16,3,medical,1,782,3,male,,3,1,research scientist,3,single,1786.67,4645.33,1,y,no,14,3,3,,0,5,3,2,5,,1,4,1786.67,1995,,,,yes
782,29,no,,554.36,,1,3,life sciences,1,783,1,male,69.29464285714286,3,2,healthcare representative,1,married,4477.5,11641.5,0,y,no,12,3,1,part time,1,6,5,2,5,,0,2,4477.50,1994,53730.00,,,no
783,54,no,,298.9,research & development,9,2,,1,784,1,female,,3,2,research scientist,3,married,2414.17,6276.83,3,y,no,11,3,3,part time,2,9,6,2,4,,2,3,2414.17,1969,28970.00,research scientist  -  research & development,,no
784,24,no,travel_rarely,556.26,,41,2,life sciences,1,785,4,male,,2,2,healthcare representative,3,single,4492.84,11681.39,1,y,no,12,3,2,,0,4,2,2,4,,1,2,4492.84,1999,,,,yes
785,38,no,travel_frequently,548.99,,6,4,,1,786,1,male,,2,2,manufacturing director,3,married,4434.17,11528.83,2,y,no,11,3,4,,1,10,1,3,8,,7,7,4434.17,1985,,,,no
786,42,no,,558.17,,18,4,,1,787,4,male,69.77182539682539,3,2,research scientist,1,,,11721.67,6,y,,17,3,3,full time,1,9,3,2,4,,1,2,,1981,54100.00,,,yes
787,41,no,,287.03,,1,3,life sciences,1,788,4,male,,3,1,research scientist,4,,,6027.67,3,y,no,22,,1,part time,1,,3,3,5,,1,0,,1982,27820.00,,,yes
788,25,no,travel_rarely,556.26,,8,2,,1,789,1,female,,3,2,sales executive,3,,4492.84,11681.39,0,y,yes,22,4,2,part time,1,6,3,2,5,,0,4,4492.84,1998,53914.11,,,yes
789,44,no,,290.04,,1,3,medical,1,790,2,male,,3,1,research scientist,4,single,,6090.75,6,y,yes,12,3,3,part time,0,6,2,3,4,,1,2,,1979,28111.13,,,yes
790,50,yes,,556.26,,1,4,,1,791,2,male,,3,2,sales executive,3,,4492.84,11681.39,7,y,no,12,3,4,part time,2,12,3,,6,,0,1,4492.84,1973,53914.11,,,yes
791,36,no,,556.26,sales,11,4,marketing,1,792,2,female,69.53208262471655,2,2,sales executive,4,married,4492.84,11681.39,4,y,no,13,3,1,part time,1,8,2,2,6,,0,0,4492.84,1987,53914.11,sales executive  -  sales,,no
792,45,no,,500.4,,20,3,,1,793,4,female,,3,2,sales executive,3,,,10508.33,8,y,no,15,3,3,part time,0,,3,3,5,,0,1,,1978,48500.00,,,yes
793,40,no,,206.45,,2,4,,1,794,3,female,,3,1,research scientist,3,married,1667.5,4335.5,2,y,,14,3,2,,3,20,2,3,5,,0,2,1667.50,1983,,,,yes
794,35,no,travel_rarely,290.04,,1,4,,1,795,3,female,,1,1,research scientist,4,married,2342.59,6090.75,1,y,no,12,3,4,part time,1,4,5,3,4,,1,1,2342.59,1988,28111.13,,,yes
795,29,no,travel_rarely,556.26,,13,2,other,1,796,4,male,,2,2,laboratory technician,2,,4492.84,11681.39,4,y,,13,3,1,part time,1,10,2,3,4,,0,3,4492.84,1994,53914.11,,,no
796,34,no,,454.38,,8,3,,1,797,2,male,,4,2,laboratory technician,3,,3670.0,9542.0,2,y,no,12,3,1,,0,,3,4,4,,1,2,3670.00,1989,,,,yes
797,27,no,travel_rarely,290.04,,2,1,,1,798,1,male,36.25443871706758,3,1,laboratory technician,2,married,2342.59,6090.75,9,y,no,12,3,4,part time,1,6,3,3,2,,2,2,2342.59,1996,28111.13,,,no
798,31,no,,290.04,research & development,26,1,,1,799,1,male,,3,1,research scientist,3,divorced,,6090.75,1,y,,17,3,4,part time,1,5,1,2,5,,4,3,,1992,28111.13,research scientist  -  research & development,,yes
799,34,no,travel_rarely,290.04,,38,2,,1,800,2,male,,3,1,laboratory technician,4,divorced,2342.59,6090.75,0,y,,11,3,3,,1,3,2,3,2,,1,2,2342.59,1989,,,,yes
800,28,yes,travel_rarely,290.04,research & development,24,3,life sciences,1,801,3,male,36.25443871706758,2,1,laboratory technician,3,single,,6090.75,5,y,yes,14,3,2,part time,0,6,4,3,4,,0,3,,1995,28111.13,laboratory technician  -  research & development,,yes
801,32,no,travel_rarely,290.04,,5,2,,1,802,1,male,,4,1,research scientist,2,divorced,2342.59,6090.75,0,y,yes,12,3,4,part time,2,7,5,2,6,,0,5,2342.59,1991,28111.13,,,yes
802,38,no,,406.92,research & development,2,3,life sciences,1,803,4,male,50.86507936507937,3,1,research scientist,4,single,3286.67,8545.33,5,y,yes,11,3,3,full time,0,6,3,3,3,,1,2,3286.67,1985,39440.00,research scientist  -  research & development,,yes
803,24,no,,556.26,,11,2,,1,804,1,female,69.53208262471655,4,2,manufacturing director,3,,,11681.39,0,y,no,18,3,4,part time,1,5,5,2,4,,1,3,,1999,53914.11,,,yes
804,34,yes,,305.4,,6,1,,1,805,2,male,38.17460317460318,3,1,research scientist,1,single,,6413.33,2,y,no,11,3,3,full time,0,,2,3,4,,1,3,,1989,29600.00,,,yes
805,32,yes,travel_frequently,290.04,research & development,16,1,,1,806,2,female,,1,1,research scientist,1,,,6090.75,1,y,,22,,2,part time,0,,5,3,10,,6,7,,1991,28111.13,research scientist  -  research & development,,no
806,46,no,travel_rarely,1954.85,,2,4,marketing,1,807,2,female,244.3561507936508,3,5,manager,1,single,15789.17,41051.83,3,y,,12,3,4,full time,0,22,2,2,2,,2,1,15789.17,1977,189470.00,,,no
807,44,no,,667.02,,10,4,other,1,808,4,male,83.37797619047619,3,2,healthcare representative,4,married,,14007.5,2,y,,13,3,4,full time,0,,5,4,4,,1,3,,1979,64650.00,,,no
808,50,yes,travel_rarely,276.82,,3,2,,1,809,1,male,,2,1,sales representative,3,married,,5813.17,1,y,,14,3,3,part time,0,3,2,3,3,,0,2,,1973,26830.00,,,yes
809,35,no,,207.79,,2,3,marketing,1,810,4,female,25.97420634920635,3,1,sales representative,4,married,1678.33,4363.67,1,y,no,13,3,1,part time,0,2,3,3,2,,2,2,1678.33,1988,20140.00,,,yes
810,28,yes,,355.02,,5,4,,1,811,3,male,,3,1,laboratory technician,3,single,,7455.5,1,y,yes,13,,3,,0,2,3,2,2,,2,2,,1995,34410.00,,,yes
811,26,no,,556.26,,22,3,,1,812,2,female,,2,2,sales executive,4,married,4492.84,11681.39,7,y,yes,19,3,3,part time,1,5,2,2,2,,0,0,4492.84,1997,53914.11,,,no
812,35,no,travel_rarely,290.04,,31,4,,1,813,3,female,36.25443871706758,3,1,laboratory technician,1,,,6090.75,3,y,yes,15,,3,part time,1,4,3,3,2,,2,2,,1988,28111.13,,,no
813,35,no,,290.04,,31,3,medical,1,814,2,male,,3,1,research scientist,1,married,2342.59,6090.75,4,y,no,13,3,4,,1,5,2,2,3,,1,2,2342.59,1988,,,,yes
814,37,no,travel_rarely,1409.78,,20,4,medical,1,815,1,male,,3,3,research director,3,,11386.67,29605.33,4,y,,13,,1,full time,0,,3,4,5,,0,2,11386.67,1986,136640.00,,,yes
815,46,no,travel_rarely,518.04,,38,2,medical,1,816,3,male,,3,2,human resources,2,divorced,4184.17,10878.83,8,y,yes,22,4,4,part time,1,,2,3,4,,0,2,4184.17,1977,50210.00,,,yes
816,34,no,travel_rarely,556.26,,1,2,medical,1,817,1,male,69.53208262471655,3,2,manufacturing director,2,married,4492.84,11681.39,1,y,no,15,3,3,part time,0,,2,3,5,,1,3,4492.84,1989,53914.11,,,yes
817,51,no,travel_rarely,290.04,,9,4,,1,818,4,male,,3,1,laboratory technician,4,,,6090.75,3,y,,23,4,2,part time,2,10,4,3,4,,0,3,,1972,28111.13,,,yes
818,24,no,travel_rarely,556.26,sales,3,2,other,1,819,1,female,,3,2,sales executive,3,married,4492.84,11681.39,0,y,no,21,4,1,part time,1,4,2,2,3,,0,2,4492.84,1999,53914.11,sales executive  -  sales,,yes
819,44,no,,556.26,,23,3,,1,820,2,male,69.53208262471655,3,2,laboratory technician,2,married,4492.84,11681.39,4,y,,12,3,3,part time,1,,3,4,3,,1,2,4492.84,1979,53914.11,,,yes
820,37,yes,travel_rarely,290.04,,6,4,human resources,1,821,3,male,,3,1,human resources,1,divorced,2342.59,6090.75,4,y,,22,4,4,,0,,3,3,3,,0,2,2342.59,1986,28111.13,,,yes
821,59,no,non-travel,1944.22,,2,4,human resources,1,822,3,female,243.0277777777778,2,5,manager,4,,,40828.67,9,y,no,21,4,4,full time,1,,3,3,3,,2,2,,1964,188440.00,,,no
822,25,no,,290.04,,7,1,,1,823,4,male,,2,1,research scientist,4,married,2342.59,6090.75,1,y,no,11,3,3,part time,2,,2,,2,,2,1,2342.59,1998,28111.13,,,yes
823,43,no,,488.94,,26,3,medical,1,824,2,female,,4,1,research scientist,3,single,3949.17,10267.83,4,y,,12,3,4,,0,,2,3,3,,1,2,3949.17,1980,,,,yes
824,50,no,travel_frequently,1032.49,,12,3,,1,825,3,female,,3,3,sales executive,4,single,8339.32,21682.23,4,y,no,11,3,4,part time,0,16,3,,2,,2,1,8339.32,1973,100071.84,,,no
825,31,yes,travel_rarely,556.26,,20,3,,1,826,2,female,,1,2,sales executive,3,,4492.84,11681.39,3,y,yes,11,3,3,part time,1,4,2,3,2,,2,2,4492.84,1992,53914.11,,,yes
826,36,no,,556.26,research & development,6,2,medical,1,827,2,male,,3,2,manufacturing director,2,divorced,,11681.39,6,y,no,20,4,4,part time,2,7,0,3,3,,0,1,,1987,53914.11,manufacturing director  -  research & development,,no
827,51,yes,travel_frequently,1098.81,,16,4,,1,828,1,male,,1,3,manufacturing director,4,,,23075.0,2,y,,15,3,4,full time,0,18,2,3,4,,0,3,,1972,106500.00,,,no
828,25,no,,556.26,sales,28,3,life sciences,1,829,1,male,,2,2,sales executive,3,,,11681.39,2,y,,18,3,4,part time,0,,3,3,2,,2,2,,1998,53914.11,sales executive  -  sales,,no
829,38,no,travel_rarely,445.4,,3,5,technical degree,1,830,4,female,,3,2,research scientist,3,,3597.5,9353.5,3,y,yes,20,4,2,,0,19,2,,3,,2,2,3597.50,1985,43170.00,,,no
830,30,no,travel_rarely,290.04,research & development,5,3,technical degree,1,831,4,female,,3,1,research scientist,1,divorced,2342.59,6090.75,5,y,no,14,,4,part time,1,8,3,3,3,,2,2,2342.59,1993,28111.13,research scientist  -  research & development,,yes
831,22,no,,290.04,,36,1,medical,1,832,3,male,,3,1,research scientist,4,married,2342.59,6090.75,1,y,no,24,4,1,,2,2,6,3,2,,2,2,2342.59,2001,,,,yes
832,27,no,non-travel,208.83,research & development,9,3,medical,1,833,4,male,26.103174603174605,3,1,research scientist,2,,1686.67,4385.33,6,y,,18,3,4,part time,1,,1,1,2,,2,2,1686.67,1996,20240.00,research scientist  -  research & development,,yes
833,28,no,,290.04,research & development,21,3,medical,1,834,3,male,,3,1,research scientist,4,married,2342.59,6090.75,1,y,no,11,3,3,part time,1,5,2,1,5,,0,2,2342.59,1995,28111.13,research scientist  -  research & development,,yes
834,27,no,,315.51,,17,3,,1,835,3,male,,3,1,research scientist,2,,,6625.67,0,y,,16,3,4,full time,1,6,3,2,5,,1,1,,1996,30580.00,,,yes
835,56,no,travel_rarely,290.04,,8,3,life sciences,1,836,3,female,36.25443871706758,3,1,research scientist,1,divorced,2342.59,6090.75,4,y,,18,3,3,part time,1,,3,,2,,2,2,2342.59,1967,28111.13,,,yes
836,38,no,travel_rarely,290.04,,9,2,,1,837,3,female,,3,1,laboratory technician,4,single,,6090.75,1,y,,12,,3,part time,0,,3,,2,,2,1,,1985,28111.13,,,yes
837,31,no,travel_rarely,405.37,,12,1,medical,1,838,3,female,,3,1,research scientist,4,,3274.17,8512.83,8,y,,23,4,3,full time,1,7,0,3,4,,0,2,3274.17,1992,39290.00,,,yes
838,34,no,travel_rarely,290.04,,27,2,medical,1,839,4,female,,3,1,research scientist,2,,2342.59,6090.75,2,y,no,15,3,4,,0,9,3,3,3,,1,2,2342.59,1989,,,,yes
839,50,no,,290.04,research & development,1,3,,1,840,3,male,,2,1,laboratory technician,3,,2342.59,6090.75,2,y,,15,3,4,part time,1,,2,2,3,,0,2,2342.59,1973,28111.13,laboratory technician  -  research & development,,no
840,53,no,,556.26,,13,2,,1,841,4,female,,4,2,manufacturing director,1,divorced,4492.84,11681.39,1,y,no,11,3,3,,2,5,3,3,4,2,1,3,4492.84,1970,,,,no
841,35,no,travel_frequently,456.55,,24,3,medical,1,842,2,female,,3,2,laboratory technician,2,single,3687.5,9587.5,5,y,,11,3,4,part time,0,,5,3,6,,1,2,3687.50,1988,44250.00,,,yes
842,27,no,travel_frequently,556.26,,1,1,,1,843,3,male,,2,2,manufacturing director,1,married,4492.84,11681.39,5,y,,19,3,3,part time,1,,1,3,2,,2,0,4492.84,1996,53914.11,,,no
843,40,no,,556.26,,38,2,,1,844,3,male,69.53208262471655,3,2,laboratory technician,4,married,4492.84,11681.39,8,y,,15,3,3,part time,1,,2,4,7,,3,7,4492.84,1983,53914.11,,,yes
844,22,no,,240.19,,22,3,life sciences,1,845,2,male,,4,1,research scientist,2,,1940.0,5044.0,1,y,,16,3,1,part time,1,4,2,2,4,,2,2,1940.00,2001,23280.00,,,no
845,40,no,,556.26,,10,5,life sciences,1,846,4,male,69.53208262471655,2,2,healthcare representative,4,,4492.84,11681.39,9,y,no,14,3,4,part time,1,5,5,1,3,,0,2,4492.84,1983,53914.11,,,yes
846,46,no,,1032.49,,1,4,,1,847,4,male,,3,3,healthcare representative,1,,8339.32,21682.23,7,y,no,16,3,3,,1,17,3,3,4,,0,3,8339.32,1977,,,,yes
847,30,yes,,274.13,,3,3,technical degree,1,848,4,female,,3,1,research scientist,1,,2214.17,5756.83,5,y,yes,11,3,3,,0,8,5,3,5,,0,4,2214.17,1993,,,,yes
848,29,yes,,290.04,,1,3,,1,849,3,male,,3,1,research scientist,3,single,2342.59,6090.75,0,y,,14,3,4,part time,0,,1,2,6,,1,5,2342.59,1994,28111.13,,,no
849,54,no,,612.86,,3,3,,1,850,4,female,76.60714285714286,3,2,sales executive,1,married,,12870.0,2,y,,14,3,4,full time,1,16,4,3,6,,0,5,,1969,59400.00,,,no
850,33,no,travel_rarely,270.52,research & development,4,4,,1,851,3,female,33.81547619047619,2,1,research scientist,2,married,2185.0,5681.0,6,y,,21,4,4,part time,0,,3,3,3,,1,1,2185.00,1990,26220.00,research scientist  -  research & development,,yes
851,52,no,travel_rarely,331.4,,2,3,,1,852,3,female,41.42460317460318,2,1,laboratory technician,4,single,2676.67,6959.33,7,y,,15,3,2,full time,0,,3,2,2,,2,2,2676.67,1971,32120.00,,,yes
852,59,no,travel_rarely,290.04,human resources,6,2,medical,1,853,2,male,,3,1,human resources,3,married,2342.59,6090.75,8,y,,17,3,4,part time,0,,2,2,2,,2,2,2342.59,1964,28111.13,human resources  -  human resources,,no
853,32,yes,,290.04,,1,3,,1,854,4,male,,2,1,laboratory technician,3,single,2342.59,6090.75,0,y,,14,3,4,,0,4,2,1,3,,1,2,2342.59,1991,,,,yes
854,39,no,,290.04,,24,4,medical,1,855,2,female,36.25443871706758,3,1,laboratory technician,3,divorced,2342.59,6090.75,7,y,no,14,3,3,part time,3,7,1,3,3,,1,2,2342.59,1984,28111.13,,,no
855,32,no,non-travel,556.26,,26,4,marketing,1,856,3,male,69.53208262471655,3,2,sales executive,4,,4492.84,11681.39,0,y,no,18,3,1,part time,0,4,2,3,3,,2,2,4492.84,1991,53914.11,,,yes
856,31,no,,1032.49,,3,4,medical,1,857,2,male,,3,3,research director,3,divorced,8339.32,21682.23,9,y,no,12,3,1,part time,1,,3,3,2,,2,2,8339.32,1992,100071.84,,,yes
857,33,no,travel_rarely,300.34,,5,4,life sciences,1,858,3,female,,2,1,research scientist,4,married,2425.83,6307.17,1,y,,13,3,3,full time,1,2,2,2,2,,0,2,2425.83,1990,29110.00,,,yes
858,45,no,,556.26,,23,4,life sciences,1,859,1,male,,4,2,manufacturing director,3,,4492.84,11681.39,4,y,,17,3,4,,1,9,1,3,3,,0,2,4492.84,1978,,,,yes
859,42,no,,556.26,research & development,17,2,,1,860,4,female,69.53208262471655,4,2,research scientist,1,single,,11681.39,3,y,yes,13,3,3,part time,0,,1,3,3,,0,2,,1981,53914.11,research scientist  -  research & development,,yes
860,29,no,,715.1,,19,2,marketing,1,861,4,male,89.38789682539682,3,2,sales executive,4,divorced,,15017.17,2,y,no,14,3,4,full time,1,,2,3,3,,0,2,,1994,69310.00,,,no
861,25,no,travel_rarely,556.26,,1,3,,1,862,1,female,,3,2,manufacturing director,3,married,4492.84,11681.39,0,y,no,12,3,4,,2,5,3,3,4,,1,2,4492.84,1998,53914.11,,,no
862,32,no,,224.51,,2,1,,1,863,4,male,,2,2,laboratory technician,1,,1813.33,4714.67,4,y,no,13,3,4,part time,0,9,5,3,6,,0,4,1813.33,1991,21760.00,,,no
863,28,no,travel_rarely,290.04,,9,3,,1,864,4,male,,3,1,research scientist,4,married,,6090.75,1,y,no,23,4,4,,1,,3,,5,,0,4,,1995,28111.13,,,yes
864,21,no,travel_rarely,333.25,,3,2,,1,865,4,male,,2,1,research scientist,3,single,,6998.33,1,y,no,17,3,1,full time,0,,4,4,3,,1,0,,2002,32300.00,,,no
865,37,no,non-travel,1032.49,,1,4,medical,1,866,1,female,129.06091077207583,3,3,research director,4,divorced,8339.32,21682.23,2,y,yes,18,3,1,part time,2,,2,3,5,,0,2,8339.32,1986,100071.84,,,no
866,38,no,travel_rarely,556.26,,23,4,life sciences,1,867,4,male,,3,2,healthcare representative,4,,4492.84,11681.39,9,y,,14,3,2,part time,1,,2,3,2,,1,2,4492.84,1985,53914.11,,,no
867,26,yes,travel_rarely,290.04,,16,4,medical,1,868,1,male,,3,1,laboratory technician,2,divorced,2342.59,6090.75,2,y,yes,13,3,4,part time,1,,2,3,3,,0,2,2342.59,1997,28111.13,,,no
868,49,no,,1925.75,,10,4,life sciences,1,869,3,female,240.719246031746,3,5,research director,1,single,15554.17,40440.83,9,y,yes,11,3,4,full time,0,,4,3,3,,1,2,15554.17,1974,186650.00,,,yes
869,31,no,travel_frequently,287.75,sales,5,3,,1,870,4,female,,3,1,sales representative,2,divorced,,6042.83,1,y,,11,3,3,part time,1,2,5,2,2,,2,2,,1992,27890.00,sales representative  -  sales,,yes
870,37,no,travel_frequently,290.04,,9,3,medical,1,871,2,male,,3,1,research scientist,4,married,2342.59,6090.75,1,y,,12,3,3,part time,3,,3,2,4,,1,2,2342.59,1986,28111.13,,,no
871,31,no,travel_rarely,290.04,research & development,11,4,,1,872,1,male,,3,1,research scientist,4,married,2342.59,6090.75,0,y,,12,3,3,part time,1,,4,3,5,,0,3,2342.59,1992,28111.13,research scientist  -  research & development,,yes
872,31,no,travel_rarely,661.35,,2,3,human resources,1,873,1,male,82.6686507936508,2,2,human resources,1,,5341.67,13888.33,3,y,no,12,3,4,full time,0,,1,3,2,,1,0,5341.67,1992,64100.00,,,no
873,31,no,,290.04,research & development,2,4,,1,874,3,male,36.25443871706758,3,1,research scientist,4,,2342.59,6090.75,0,y,,18,3,2,part time,1,3,2,1,2,,2,2,2342.59,1992,28111.13,research scientist  -  research & development,,yes
874,52,yes,,509.79,,17,4,medical,1,875,1,male,,2,2,research scientist,2,,4117.5,10705.5,2,y,no,15,,1,part time,0,11,3,2,8,,7,7,4117.50,1971,49410.00,,,no
875,28,yes,,290.04,,2,4,medical,1,876,1,male,,1,1,research scientist,4,married,2342.59,6090.75,5,y,yes,13,3,4,,0,,4,2,3,,2,2,2342.59,1995,,,,yes
876,47,no,travel_rarely,1973.98,,5,5,,1,877,4,male,246.74801587301585,3,5,research director,3,married,,41453.67,4,y,,11,3,2,full time,1,21,2,3,3,,1,1,,1976,191324.62,,,no
877,29,no,,410.94,,9,5,other,1,878,2,male,,2,1,laboratory technician,4,,3319.17,8629.83,0,y,no,17,3,3,full time,0,4,2,,3,,2,2,3319.17,1994,39830.00,,,yes
878,37,no,,654.85,,5,2,medical,1,879,4,male,,3,2,manufacturing director,4,,5289.17,13751.83,7,y,no,16,3,3,,2,8,2,2,6,,0,4,5289.17,1986,,,,yes
879,23,no,,299.62,,26,1,,1,880,3,male,,3,1,research scientist,4,,2420.0,6292.0,1,y,,12,3,3,full time,2,,2,2,4,,0,2,2420.00,2000,29040.00,,,no
880,42,no,travel_rarely,278.16,human resources,2,1,,1,881,3,male,,3,1,human resources,3,divorced,2246.67,5841.33,0,y,yes,11,3,3,,1,4,5,3,3,,1,0,2246.67,1981,,human resources  -  human resources,,no
881,30,no,,556.26,sales,25,2,,1,882,4,female,,3,2,sales executive,3,,4492.84,11681.39,7,y,,12,3,2,,1,4,2,4,2,,2,2,4492.84,1993,,sales executive  -  sales,,no
882,21,yes,,224.3,,31,1,,1,883,1,female,28.03769841269841,2,1,sales representative,2,single,,4710.33,1,y,,11,3,3,part time,0,3,3,3,3,,1,2,,2002,21740.00,,,yes
883,57,no,travel_rarely,696.94,,1,4,medical,1,884,4,male,,3,2,healthcare representative,3,,5629.17,14635.83,2,y,no,11,3,3,,0,,2,3,3,,1,2,5629.17,1966,,,,yes
884,21,no,,290.04,,9,2,,1,885,1,male,,3,1,sales representative,4,single,2342.59,6090.75,1,y,,24,4,3,,0,3,3,2,3,2,2,2,2342.59,2002,28111.13,,,yes
885,31,no,travel_rarely,274.13,,9,4,life sciences,1,886,3,male,34.26686507936508,2,1,research scientist,2,,2214.17,5756.83,0,y,,16,3,4,part time,0,3,5,3,2,,2,2,2214.17,1992,26570.00,,,yes
886,29,no,,290.04,research & development,17,3,,1,887,1,male,36.25443871706758,3,1,research scientist,4,,2342.59,6090.75,9,y,no,16,,4,part time,0,6,4,3,3,,1,2,2342.59,1994,28111.13,research scientist  -  research & development,,no
887,27,no,travel_rarely,290.04,,1,2,,1,888,4,male,,3,1,laboratory technician,2,,2342.59,6090.75,1,y,no,11,3,2,part time,1,5,2,3,5,,0,4,2342.59,1996,28111.13,,,yes
