environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate
2,male,141.41,2,3,healthcare representative,3,single,9137.5,23757.5
4,female,32.8,3,1,research scientist,3,married,2119.17,5509.83
1,male,68.4,4,2,sales executive,4,,4420.0,11492.0
4,female,69.53,3,2,sales executive,3,divorced,4492.84,11681.39
2,female,36.25,3,1,laboratory technician,1,,2342.59,6090.75
1,male,250.28,3,5,research director,1,married,16171.67,42046.33
3,female,84.32,3,2,sales executive,3,married,5448.33,14165.67
4,male,29.12,3,1,laboratory technician,4,,1881.67,4892.33
3,female,69.53,3,2,healthcare representative,3,,4492.84,11681.39
4,male,28.61,2,1,laboratory technician,1,married,1848.33,4805.67
1,male,36.25,3,1,laboratory technician,1,married,2342.59,6090.75
1,male,34.23,3,1,research scientist,4,married,2211.67,5750.33
4,female,197.85,3,4,manager,4,married,12783.92,33238.2
4,female,36.25,1,1,sales representative,3,,2342.59,6090.75
1,female,36.25,3,1,research scientist,4,divorced,2342.59,6090.75
2,male,153.92,2,3,research director,3,,9945.83,25859.17
3,female,32.84,2,1,research scientist,2,married,2121.67,5516.33
1,male,230.35,3,4,research director,3,married,14884.17,38698.83
3,female,129.06,2,3,sales executive,4,,8339.32,21682.23
4,male,36.25,3,1,sales representative,2,single,2342.59,6090.75
2,female,129.06,3,3,human resources,1,divorced,8339.32,21682.23
2,male,36.25,3,1,laboratory technician,3,married,2342.59,6090.75
3,male,50.22,2,1,laboratory technician,3,single,3245.0,8437.0
4,male,54.97,3,2,manufacturing director,4,divorced,3551.67,9234.33
1,female,135.76,3,3,healthcare representative,3,married,8772.5,22808.5
4,male,69.53,4,2,sales executive,3,,4492.84,11681.39
4,male,30.95,3,1,sales representative,4,,2000.0,5200.0
1,male,47.47,2,2,laboratory technician,4,single,3067.5,7975.5
3,female,69.53,3,2,healthcare representative,4,married,4492.84,11681.39
4,female,197.85,2,4,manager,1,married,12783.92,33238.2
1,female,69.53,2,2,human resources,3,,4492.84,11681.39
3,female,36.25,3,1,sales representative,3,,2342.59,6090.75
3,male,44.46,3,1,sales representative,3,,2872.5,7468.5
4,male,251.66,3,5,manager,4,,16260.83,42278.17
1,male,36.25,3,1,research scientist,3,married,2342.59,6090.75
3,female,34.29,3,1,laboratory technician,4,,2215.83,5761.17
2,male,114.1,2,2,manufacturing director,2,,7372.5,19168.5
1,male,26.37,2,1,research scientist,4,single,1704.17,4430.83
1,male,36.25,4,1,research scientist,1,,2342.59,6090.75
4,male,62.56,4,2,sales executive,2,,4042.5,10510.5
1,male,104.72,4,2,sales executive,2,married,6766.67,17593.33
1,female,59.03,3,2,sales executive,3,single,3814.17,9916.83
1,male,69.71,3,2,sales executive,1,single,4504.17,11710.83
4,male,36.25,3,1,sales representative,2,married,2342.59,6090.75
1,male,47.82,1,1,laboratory technician,3,single,3090.0,8034.0
4,female,177.59,3,4,sales executive,3,divorced,11475.0,29835.0
3,male,36.25,4,1,research scientist,3,divorced,2342.59,6090.75
4,male,69.53,2,2,sales executive,4,married,4492.84,11681.39
4,female,36.25,2,1,research scientist,4,single,2342.59,6090.75
4,male,29.62,3,1,sales representative,2,,1914.17,4976.83
4,male,31.6,3,2,laboratory technician,4,single,2041.67,5308.33
1,male,36.25,4,1,research scientist,3,single,2342.59,6090.75
4,male,246.75,3,5,manager,1,,15943.72,41453.67
1,female,36.25,1,1,laboratory technician,4,,2342.59,6090.75
2,female,36.25,4,1,research scientist,4,single,2342.59,6090.75
3,male,56.0,3,2,sales executive,4,married,3618.33,9407.67
1,female,33.17,3,1,sales representative,4,,2143.33,5572.67
4,male,36.25,1,1,laboratory technician,3,married,2342.59,6090.75
3,female,83.83,3,2,sales executive,1,,5416.67,14083.33
2,female,40.61,3,2,laboratory technician,3,,2624.17,6822.83
1,female,68.66,3,2,sales executive,1,single,4436.67,11535.33
2,female,36.25,4,1,research scientist,3,single,2342.59,6090.75
3,male,56.51,3,1,research scientist,3,single,3651.67,9494.33
3,male,36.25,3,1,human resources,2,married,2342.59,6090.75
3,female,32.93,2,1,research scientist,4,single,2127.5,5531.5
3,male,36.25,3,1,human resources,4,,2342.59,6090.75
4,male,76.52,3,2,healthcare representative,2,single,4944.17,12854.83
2,male,56.78,3,2,sales executive,4,divorced,3669.17,9539.83
1,female,141.01,2,3,sales executive,4,married,9111.67,23690.33
4,male,69.53,2,2,manufacturing director,4,,4492.84,11681.39
1,male,36.25,4,1,laboratory technician,4,,2342.59,6090.75
4,female,26.08,3,1,research scientist,2,divorced,1685.0,4381.0
3,male,54.89,2,2,sales executive,1,,3546.67,9221.33
3,female,46.17,3,1,research scientist,1,,2983.33,7756.67
1,male,36.25,2,1,laboratory technician,4,,2342.59,6090.75
2,male,37.39,2,1,sales representative,2,,2415.83,6281.17
2,female,36.25,2,1,sales representative,3,,2342.59,6090.75
4,female,71.73,3,2,healthcare representative,4,married,4635.0,12051.0
1,male,69.53,3,2,sales executive,4,single,4492.84,11681.39
3,female,36.25,2,1,sales representative,3,single,2342.59,6090.75
4,female,36.25,2,1,sales representative,4,single,2342.59,6090.75
2,female,69.53,3,2,manufacturing director,3,married,4492.84,11681.39
3,female,30.66,3,1,research scientist,3,divorced,1980.83,5150.17
4,male,31.0,3,1,laboratory technician,1,married,2003.33,5208.67
3,male,36.1,2,1,research scientist,1,single,2332.5,6064.5
2,male,36.25,3,1,research scientist,4,single,2342.59,6090.75
3,female,69.53,3,2,sales executive,3,,4492.84,11681.39
3,male,36.25,2,1,research scientist,1,single,2342.59,6090.75
2,female,44.52,3,1,research scientist,4,single,2876.67,7479.33
2,female,36.25,3,1,laboratory technician,2,married,2342.5,6090.5
1,female,36.25,3,1,research scientist,3,married,2342.59,6090.75
4,female,56.45,2,2,manufacturing director,3,divorced,3647.5,9483.5
3,male,36.25,2,1,laboratory technician,2,divorced,2342.59,6090.75
2,female,36.25,3,1,laboratory technician,2,,2342.59,6090.75
1,male,54.68,2,2,healthcare representative,3,,3533.33,9186.67
4,female,69.53,3,2,manufacturing director,3,,4492.84,11681.39
1,female,54.51,3,2,manufacturing director,4,,3522.5,9158.5
2,male,50.52,3,1,laboratory technician,4,,3264.17,8486.83
2,male,64.08,1,2,sales executive,1,single,4140.83,10766.17
2,female,36.25,2,1,sales representative,4,,2342.59,6090.75
1,male,26.34,3,1,research scientist,1,married,1701.67,4424.33
3,male,36.38,3,1,research scientist,3,,2350.83,6112.17
4,male,246.75,3,5,research director,4,,15943.72,41453.67
4,female,36.25,3,1,sales representative,4,single,2342.59,6090.75
2,male,128.41,3,2,manufacturing director,1,married,8297.5,21573.5
1,male,36.25,1,1,laboratory technician,3,married,2342.59,6090.75
4,male,129.06,3,3,manufacturing director,2,married,8339.32,21682.23
4,male,129.06,2,3,healthcare representative,4,,8339.32,21682.23
1,male,28.46,3,1,laboratory technician,3,,1839.17,4781.83
1,male,100.03,3,2,healthcare representative,4,,6463.33,16804.67
1,male,36.25,2,1,research scientist,2,single,2342.59,6090.75
4,female,69.53,3,2,sales executive,2,married,4492.84,11681.39
4,female,26.7,2,1,research scientist,2,single,1725.0,4485.0
3,male,36.0,4,1,sales representative,4,married,2325.83,6047.17
4,male,69.53,3,2,sales executive,4,divorced,4492.84,11681.39
4,male,69.53,3,2,manufacturing director,3,single,4492.84,11681.39
1,female,106.06,3,2,sales executive,1,single,6853.33,17818.67
3,male,33.66,3,1,laboratory technician,3,,2175.0,5655.0
3,female,73.91,2,2,healthcare representative,4,,4775.83,12417.17
4,male,32.75,2,1,research scientist,3,married,2115.83,5501.17
4,male,30.64,2,1,laboratory technician,4,married,1980.0,5148.0
4,female,246.75,3,5,manager,1,divorced,15943.72,41453.67
1,female,36.25,3,1,research scientist,3,,2342.59,6090.75
1,male,36.25,2,1,laboratory technician,3,single,2342.59,6090.75
4,female,197.85,3,4,manager,1,,12783.92,33238.2
4,male,246.08,3,5,research director,2,,15900.83,41342.17
3,female,35.38,2,1,laboratory technician,2,married,2285.83,5943.17
3,female,129.06,2,3,sales executive,4,married,8339.32,21682.23
1,female,48.49,3,1,research scientist,4,divorced,3133.33,8146.67
1,female,36.25,2,1,laboratory technician,3,,2342.59,6090.75
3,female,58.53,3,2,sales executive,1,,3781.67,9832.33
4,male,36.25,3,1,laboratory technician,3,single,2342.59,6090.75
3,male,36.25,3,1,research scientist,3,married,2342.59,6090.75
4,male,49.87,2,1,laboratory technician,4,married,3222.5,8378.5
4,male,26.83,3,1,research scientist,1,single,1733.33,4506.67
4,female,27.03,3,1,research scientist,2,single,1746.67,4541.33
1,male,36.25,3,1,research scientist,3,,2342.59,6090.75
3,male,50.35,3,1,research scientist,1,single,3253.33,8458.67
1,female,59.67,2,2,laboratory technician,4,married,3855.83,10025.17
4,female,197.85,3,4,research director,1,married,12783.92,33238.2
3,male,69.53,1,2,sales executive,2,single,4492.84,11681.39
4,female,29.69,3,1,sales representative,2,,1918.33,4987.67
1,male,36.25,3,1,laboratory technician,1,,2342.59,6090.75
3,male,36.25,3,1,research scientist,3,divorced,2342.59,6090.75
4,male,36.25,3,1,laboratory technician,4,married,2342.59,6090.75
2,male,36.25,3,1,laboratory technician,2,,2342.59,6090.75
4,female,197.85,2,4,manufacturing director,2,,12783.92,33238.2
4,male,65.4,1,2,sales executive,4,single,4225.83,10987.17
4,female,69.53,3,2,sales executive,3,married,4492.84,11681.39
4,male,36.25,4,1,research scientist,3,divorced,2342.59,6090.75
4,male,69.53,3,2,manufacturing director,3,married,4492.84,11681.39
2,male,136.65,3,3,sales executive,2,,8830.0,22958.0
4,female,70.51,3,2,research scientist,4,,4555.83,11845.17
3,male,69.53,3,2,sales executive,2,married,4492.84,11681.39
1,male,69.53,4,2,sales executive,3,married,4492.84,11681.39
4,female,74.4,2,2,sales executive,4,married,4807.5,12499.5
4,female,30.88,3,1,research scientist,3,single,1995.0,5187.0
1,female,46.8,3,1,laboratory technician,3,single,3024.17,7862.83
3,male,120.74,3,3,manufacturing director,4,,7801.67,20284.33
1,male,41.64,3,1,laboratory technician,4,,2690.83,6996.17
4,female,69.53,3,2,sales executive,1,divorced,4492.84,11681.39
1,female,211.79,3,4,research director,2,,13685.0,35581.0
3,female,72.83,2,2,sales executive,1,,4705.83,12235.17
1,male,56.75,2,1,sales representative,1,,3666.67,9533.33
1,female,26.64,3,1,research scientist,1,,1721.67,4476.33
2,male,36.25,4,1,research scientist,3,,2342.59,6090.75
4,female,36.25,4,1,human resources,2,,2342.59,6090.75
2,male,36.25,3,1,laboratory technician,4,,2342.59,6090.75
3,male,70.75,3,2,sales executive,1,divorced,4571.67,11886.33
1,female,36.25,3,1,human resources,3,married,2342.59,6090.75
3,male,40.78,2,1,laboratory technician,3,single,2635.0,6851.0
1,male,85.78,3,2,healthcare representative,3,married,5542.5,14410.5
4,male,44.11,3,1,research scientist,2,,2850.0,7410.0
1,male,37.52,3,1,sales representative,3,married,2424.17,6302.83
2,male,129.06,3,3,manufacturing director,3,single,8339.32,21682.23
4,male,69.53,3,2,healthcare representative,3,married,4492.84,11681.39
3,male,63.17,3,2,sales executive,1,single,4081.67,10612.33
4,female,69.53,2,2,laboratory technician,1,married,4492.84,11681.39
4,female,41.01,3,1,laboratory technician,2,,2650.0,6890.0
3,male,145.01,3,3,manager,4,,9370.0,24362.0
4,female,36.25,3,1,research scientist,3,,2342.59,6090.75
4,male,52.48,3,2,healthcare representative,4,divorced,3390.83,8816.17
3,male,36.25,3,1,sales representative,4,,2342.59,6090.75
1,male,82.44,3,2,sales executive,1,,5326.67,13849.33
1,male,129.06,3,3,sales executive,2,married,8339.32,21682.23
3,male,62.61,3,2,manufacturing director,2,married,4045.83,10519.17
3,female,36.25,3,1,research scientist,1,married,2342.59,6090.75
2,male,69.53,3,2,research scientist,4,,4492.84,11681.39
2,female,69.53,3,2,sales executive,2,single,4492.84,11681.39
1,female,69.53,3,2,healthcare representative,3,single,4492.84,11681.39
4,male,36.25,4,1,research scientist,3,married,2342.59,6090.75
1,male,69.53,4,2,laboratory technician,1,,4492.84,11681.39
3,male,69.53,2,2,healthcare representative,3,,4492.84,11681.39
2,female,36.25,2,1,research scientist,3,married,2342.59,6090.75
2,female,42.71,4,1,research scientist,4,married,2760.0,7176.0
4,male,69.53,3,2,sales executive,1,single,4492.84,11681.39
3,female,69.53,3,2,manufacturing director,3,married,4492.84,11681.39
3,male,40.2,3,1,research scientist,4,single,2597.5,6753.5
4,female,246.75,3,5,manager,3,married,15943.72,41453.67
1,female,69.53,3,2,manufacturing director,3,,4492.84,11681.39
3,female,129.06,3,3,manufacturing director,4,,8339.32,21682.23
3,male,196.06,2,4,manager,4,,12668.33,32937.67
1,male,69.53,1,2,sales executive,4,,4492.84,11681.39
2,female,36.25,4,1,research scientist,3,,2342.59,6090.75
4,male,33.27,3,1,research scientist,4,single,2150.0,5590.0
1,male,27.93,3,1,laboratory technician,1,,1805.0,4693.0
3,male,69.53,2,2,sales executive,3,single,4492.84,11681.39
2,female,129.06,3,3,healthcare representative,1,married,8339.32,21682.23
1,female,197.85,3,4,research director,2,married,12783.92,33238.2
3,female,36.25,3,1,sales representative,3,single,2342.59,6090.75
4,female,56.41,2,2,manufacturing director,3,,3645.0,9477.0
4,male,71.0,3,2,sales executive,4,,4587.5,11927.5
4,female,33.36,3,1,laboratory technician,1,divorced,2155.83,5605.17
2,female,205.99,4,4,manager,2,,13310.0,34606.0
4,male,36.25,3,1,sales representative,1,,2342.59,6090.75
1,male,69.53,3,2,healthcare representative,3,married,4492.84,11681.39
3,female,36.25,3,1,human resources,4,,2342.59,6090.75
1,male,36.25,2,1,research scientist,2,divorced,2342.59,6090.75
3,male,36.25,3,1,sales representative,4,divorced,2342.59,6090.75
4,male,29.73,1,1,laboratory technician,3,,1920.83,4994.17
1,male,44.27,3,1,research scientist,3,married,2860.83,7438.17
2,male,44.84,3,1,laboratory technician,3,married,2897.5,7533.5
3,male,69.53,1,2,human resources,2,married,4492.84,11681.39
2,male,50.39,3,1,laboratory technician,1,,3255.83,8465.17
2,male,69.53,2,2,sales executive,1,,4492.84,11681.39
3,female,36.25,3,1,laboratory technician,2,single,2342.59,6090.75
3,male,36.25,3,1,human resources,4,married,2342.59,6090.75
3,female,36.25,2,1,human resources,4,divorced,2342.59,6090.75
1,male,69.53,3,2,sales executive,3,,4492.84,11681.39
4,female,44.43,3,1,research scientist,4,,2870.83,7464.17
2,female,35.6,1,1,sales representative,2,single,2300.0,5980.0
4,male,81.17,4,2,healthcare representative,3,,5245.0,13637.0
1,female,197.85,2,4,manufacturing director,3,married,12783.92,33238.2
4,female,69.53,1,2,sales executive,4,,4492.84,11681.39
1,female,169.15,3,3,manager,3,married,10930.0,28418.0
2,male,69.53,2,2,sales executive,2,,4492.84,11681.39
2,male,69.53,2,2,sales executive,2,,4492.84,11681.39
1,male,36.25,3,1,research scientist,3,,2342.59,6090.75
3,male,69.53,4,2,healthcare representative,2,single,4492.84,11681.39
1,female,129.06,3,3,sales executive,1,,8339.32,21682.23
3,female,46.31,3,1,research scientist,1,,2992.5,7780.5
2,female,69.71,1,2,sales representative,4,,4504.17,11710.83
1,male,197.85,3,4,research director,3,married,12783.92,33238.2
1,male,36.25,2,1,human resources,1,divorced,2342.59,6090.75
2,female,27.15,3,1,laboratory technician,3,single,1754.17,4560.83
3,male,36.25,3,1,human resources,4,,2342.59,6090.75
3,male,69.53,2,2,sales executive,2,,4492.84,11681.39
4,male,50.32,3,2,research scientist,4,,3251.67,8454.33
2,male,34.33,2,1,research scientist,4,,2218.33,5767.67
4,male,26.59,3,1,laboratory technician,1,single,1718.33,4467.67
1,female,69.53,2,2,manufacturing director,2,married,4492.84,11681.39
4,male,36.25,1,1,research scientist,1,,2342.59,6090.75
1,male,33.36,3,1,laboratory technician,4,single,2155.83,5605.17
3,male,71.02,2,2,sales executive,2,,4589.17,11931.83
3,female,69.53,3,2,sales executive,4,divorced,4492.84,11681.39
4,female,104.5,2,2,sales executive,4,married,6752.5,17556.5
1,female,51.3,4,1,laboratory technician,3,divorced,3315.0,8619.0
2,male,69.63,3,2,healthcare representative,3,single,4499.17,11697.83
1,female,69.53,1,2,sales executive,3,,4492.84,11681.39
2,male,36.25,3,1,research scientist,4,divorced,2342.59,6090.75
3,male,36.25,3,1,research scientist,1,divorced,2342.59,6090.75
1,male,134.75,3,3,sales executive,1,,8706.67,22637.33
4,male,36.25,3,1,human resources,2,,2342.59,6090.75
3,female,57.26,3,2,manufacturing director,1,single,3700.0,9620.0
4,male,36.25,3,1,laboratory technician,4,single,2342.59,6090.75
4,male,36.25,3,1,laboratory technician,3,,2342.59,6090.75
1,male,36.25,3,1,sales representative,3,,2342.59,6090.75
4,male,34.31,3,1,laboratory technician,3,married,2216.67,5763.33
4,male,43.53,3,1,research scientist,3,,2812.5,7312.5
3,female,36.25,2,1,laboratory technician,2,single,2342.59,6090.75
2,male,29.26,2,1,sales representative,2,,1890.83,4916.17
3,male,36.25,3,1,sales representative,1,single,2342.59,6090.75
1,female,69.53,3,2,manufacturing director,2,,4492.84,11681.39
3,male,61.74,3,1,research scientist,4,married,3989.17,10371.83
4,male,36.25,3,1,research scientist,1,,2342.59,6090.75
3,male,36.23,2,1,research scientist,3,,2340.83,6086.17
3,male,69.53,3,2,healthcare representative,3,,4492.84,11681.39
4,male,139.98,2,3,sales executive,1,,9045.0,23517.0
4,female,36.25,2,1,sales representative,3,single,2342.59,6090.75
3,male,33.16,4,2,laboratory technician,4,,2142.5,5570.5
2,male,79.21,4,2,manufacturing director,2,,5118.33,13307.67
3,male,32.19,3,1,laboratory technician,4,,2080.0,5408.0
2,female,44.09,2,1,research scientist,1,married,2849.17,7407.83
3,male,32.25,3,1,research scientist,2,single,2084.17,5418.83
3,male,36.25,3,1,laboratory technician,4,,2342.59,6090.75
3,male,33.09,2,1,research scientist,3,divorced,2138.33,5559.67
3,male,36.25,3,1,research scientist,4,,2342.59,6090.75
2,female,36.25,3,1,laboratory technician,4,single,2342.59,6090.75
1,female,50.56,2,1,research scientist,1,,3266.67,8493.33
2,male,36.25,4,1,laboratory technician,2,married,2342.59,6090.75
3,male,69.53,1,2,manufacturing director,2,divorced,4492.84,11681.39
4,female,180.09,2,4,healthcare representative,3,,11636.67,30255.33
3,male,84.35,2,2,healthcare representative,2,single,5450.0,14170.0
1,female,28.94,3,1,research scientist,2,married,1870.0,4862.0
1,female,208.72,4,4,research director,3,,13486.67,35065.33
2,male,54.59,3,2,sales executive,1,divorced,3527.5,9171.5
1,female,69.53,3,2,sales executive,1,,4492.84,11681.39
3,male,191.05,4,4,research director,3,married,12345.0,32097.0
2,female,69.53,3,2,healthcare representative,3,,4492.84,11681.39
2,male,221.3,3,4,research director,1,,14299.17,37177.83
2,male,36.25,2,1,human resources,4,divorced,2342.59,6090.75
2,male,36.25,3,1,research scientist,4,single,2342.59,6090.75
2,female,29.89,3,1,research scientist,3,,1931.67,5022.33
4,male,46.65,3,1,research scientist,2,,3014.17,7836.83
1,male,129.06,2,3,sales executive,3,married,8339.32,21682.23
3,female,36.25,3,1,sales representative,4,,2342.59,6090.75
3,male,34.62,3,1,research scientist,3,married,2236.67,5815.33
4,male,69.53,4,2,sales executive,4,divorced,4492.84,11681.39
3,female,36.25,3,1,sales representative,3,married,2342.59,6090.75
1,male,248.1,3,5,research director,3,married,16030.83,41680.17
1,male,30.66,3,1,laboratory technician,3,,1980.83,5150.17
3,male,36.25,2,1,research scientist,3,divorced,2342.59,6090.75
3,female,36.25,3,1,laboratory technician,4,married,2342.59,6090.75
2,female,57.03,2,2,research scientist,4,married,3685.0,9581.0
3,male,32.91,3,1,research scientist,1,single,2126.67,5529.33
3,male,34.54,4,1,sales representative,4,single,2231.67,5802.33
2,female,69.53,2,2,sales executive,2,divorced,4492.84,11681.39
1,female,36.25,2,1,research scientist,2,,2342.59,6090.75
3,female,66.69,2,2,sales executive,4,single,4309.17,11203.83
2,female,153.68,3,3,manager,1,,9930.0,25818.0
2,male,120.97,3,3,manufacturing director,4,married,7816.67,20323.33
3,male,36.25,3,1,research scientist,3,,2342.59,6090.75
4,male,69.53,3,2,sales executive,3,,4492.84,11681.39
3,male,36.25,2,1,laboratory technician,1,,2342.59,6090.75
4,female,75.81,2,2,research scientist,2,married,4898.33,12735.67
3,male,36.25,3,1,laboratory technician,2,married,2342.59,6090.75
4,female,69.53,3,2,sales executive,4,single,4492.84,11681.39
3,female,31.83,2,1,laboratory technician,2,married,2056.67,5347.33
3,male,246.75,3,5,research director,4,,15943.72,41453.67
4,male,69.53,3,2,laboratory technician,1,,4492.84,11681.39
3,male,53.23,3,2,sales executive,4,,3439.17,8941.83
4,female,27.7,3,1,human resources,2,married,1790.0,4654.0
4,female,69.53,3,2,research scientist,4,married,4492.84,11681.39
2,male,50.12,2,2,human resources,4,,3238.33,8419.67
1,female,36.25,4,1,research scientist,3,,2342.59,6090.75
3,female,85.98,3,2,healthcare representative,4,,5555.83,14445.17
3,male,36.25,2,1,laboratory technician,4,,2342.59,6090.75
2,male,36.25,2,1,laboratory technician,3,divorced,2342.59,6090.75
4,male,26.95,2,1,laboratory technician,3,single,1741.67,4528.33
3,female,36.25,4,1,laboratory technician,1,,2342.59,6090.75
4,male,36.25,3,1,laboratory technician,3,divorced,2342.59,6090.75
4,male,36.25,4,1,laboratory technician,4,,2342.59,6090.75
3,male,36.25,3,1,research scientist,4,single,2342.59,6090.75
4,male,36.25,2,1,laboratory technician,3,,2342.59,6090.75
1,male,26.9,3,2,sales representative,4,married,1738.33,4519.67
2,male,36.25,3,1,research scientist,4,,2342.59,6090.75
3,male,25.16,3,1,laboratory technician,4,divorced,1625.83,4227.17
4,female,36.25,3,1,laboratory technician,1,divorced,2342.59,6090.75
1,male,36.25,1,1,laboratory technician,3,single,2342.59,6090.75
2,male,38.97,3,1,research scientist,2,married,2518.33,6547.67
4,male,36.25,4,1,laboratory technician,4,,2342.59,6090.75
1,male,129.06,2,3,laboratory technician,3,,8339.32,21682.23
3,male,129.06,2,3,healthcare representative,1,married,8339.32,21682.23
4,female,197.85,3,4,manager,3,divorced,12783.92,33238.2
2,male,125.41,3,3,research scientist,1,,8103.33,21068.67
4,male,43.69,2,1,research scientist,3,,2823.33,7340.67
2,female,39.18,4,1,laboratory technician,4,,2531.67,6582.33
4,male,129.06,3,3,research director,1,,8339.32,21682.23
1,male,129.06,3,3,sales executive,4,married,8339.32,21682.23
3,male,29.95,3,1,sales representative,1,divorced,1935.0,5031.0
4,male,36.25,3,1,research scientist,1,single,2342.59,6090.75
4,female,37.74,2,1,laboratory technician,4,single,2438.33,6339.67
3,male,69.53,2,2,healthcare representative,4,divorced,4492.84,11681.39
2,female,36.25,3,1,laboratory technician,4,single,2342.59,6090.75
2,female,58.1,2,2,research scientist,2,,3754.17,9760.83
1,female,36.56,3,1,laboratory technician,4,divorced,2362.5,6142.5
4,male,36.25,3,1,sales representative,3,single,2342.59,6090.75
3,male,36.25,3,1,laboratory technician,1,,2342.59,6090.75
2,female,36.25,3,1,laboratory technician,2,single,2342.59,6090.75
2,male,69.53,2,2,manufacturing director,3,married,4492.84,11681.39
2,female,36.25,2,1,research scientist,2,married,2342.59,6090.75
3,female,36.25,1,1,sales representative,1,,2342.59,6090.75
2,male,36.25,2,1,laboratory technician,4,single,2342.59,6090.75
2,male,69.53,2,2,manufacturing director,3,,4492.84,11681.39
4,male,84.51,3,2,manufacturing director,3,,5460.83,14198.17
2,male,86.06,3,2,healthcare representative,1,married,5560.83,14458.17
4,female,175.28,3,3,manager,4,single,11325.83,29447.17
3,male,28.08,2,1,research scientist,4,married,1814.17,4716.83
4,female,251.71,3,5,manager,4,divorced,16264.17,42286.83
3,male,69.53,3,2,research scientist,1,divorced,4492.84,11681.39
3,male,247.64,4,5,manager,4,,16001.67,41604.33
1,male,129.59,3,3,manufacturing director,3,,8373.33,21770.67
3,male,35.12,3,1,research scientist,4,married,2269.17,5899.83
1,male,36.25,3,1,laboratory technician,3,single,2342.59,6090.75
1,male,85.69,2,2,sales executive,2,married,5536.67,14395.33
2,male,69.53,2,2,healthcare representative,4,,4492.84,11681.39
1,female,72.29,4,2,sales executive,1,,4670.83,12144.17
1,male,40.77,3,1,laboratory technician,3,,2634.17,6848.83
3,male,69.53,3,2,research scientist,2,single,4492.84,11681.39
3,male,18.31,3,1,laboratory technician,3,single,1183.33,3076.67
3,male,36.25,4,1,laboratory technician,4,married,2342.59,6090.75
4,female,15.48,2,1,sales representative,3,,1000.0,2600.0
4,female,67.55,3,2,sales executive,3,married,4365.0,11349.0
1,female,128.77,3,3,healthcare representative,1,married,8320.83,21634.17
2,male,69.53,3,2,sales representative,3,,4492.84,11681.39
1,female,206.25,3,4,research director,4,single,13326.67,34649.33
3,female,30.57,3,1,laboratory technician,2,married,1975.0,5135.0
1,female,129.06,3,3,manager,3,married,8339.32,21682.23
1,male,87.45,2,2,healthcare representative,4,,5650.83,14692.17
4,female,85.8,3,2,sales executive,4,,5544.17,14414.83
4,female,36.77,3,1,sales representative,3,single,2375.83,6177.17
3,female,67.81,3,2,manufacturing director,3,married,4381.67,11392.33
3,female,36.25,4,1,sales representative,2,single,2342.59,6090.75
3,male,31.93,3,1,sales representative,2,,2063.33,5364.67
3,male,29.47,3,1,research scientist,4,single,1904.17,4950.83
3,male,54.13,3,2,manufacturing director,2,single,3497.5,9093.5
2,female,44.47,2,2,laboratory technician,3,married,2873.33,7470.67
3,male,58.78,3,2,laboratory technician,1,,3798.33,9875.67
4,male,21.95,3,1,laboratory technician,4,married,1418.33,3687.67
1,male,33.07,2,1,human resources,4,single,2136.67,5555.33
1,male,197.85,2,4,manager,4,divorced,12783.92,33238.2
1,female,65.39,3,2,manufacturing director,4,,4225.0,10985.0
3,female,48.75,3,2,laboratory technician,3,single,3150.0,8190.0
4,male,126.7,3,3,healthcare representative,3,,8186.67,21285.33
2,male,24.22,3,1,sales representative,2,,1565.0,4069.0
3,male,129.06,1,3,sales executive,1,,8339.32,21682.23
1,male,69.53,3,2,sales executive,3,,4492.84,11681.39
3,male,30.18,1,1,laboratory technician,4,single,1950.0,5070.0
3,female,69.53,3,2,healthcare representative,3,,4492.84,11681.39
4,male,27.43,2,1,laboratory technician,2,married,1772.5,4608.5
2,male,26.22,2,1,sales representative,1,married,1694.17,4404.83
4,male,123.84,3,2,sales executive,3,married,8001.67,20804.33
4,female,36.25,2,1,research scientist,2,,2342.59,6090.75
2,male,214.44,2,4,research director,4,divorced,13855.83,36025.17
3,female,36.25,3,1,research scientist,1,,2342.59,6090.75
3,male,69.53,3,2,sales executive,3,divorced,4492.84,11681.39
3,female,26.86,3,1,research scientist,3,,1735.83,4513.17
2,female,69.53,3,2,sales executive,3,,4492.84,11681.39
4,male,13.01,3,1,research scientist,3,single,84083.0,2186.17
2,male,36.25,2,1,laboratory technician,3,married,2342.59,6090.75
4,male,36.25,4,1,research scientist,4,single,2342.59,6090.75
3,female,101.38,3,3,manufacturing director,3,single,6550.83,17032.17
3,male,34.07,3,1,sales representative,3,single,2201.67,5724.33
4,female,69.53,3,2,healthcare representative,1,divorced,4492.84,11681.39
4,male,36.25,3,1,research scientist,3,married,2342.59,6090.75
2,female,66.04,3,2,manufacturing director,1,,4267.5,11095.5
3,male,36.25,4,1,laboratory technician,1,,2342.59,6090.75
3,male,34.74,2,1,laboratory technician,2,divorced,2245.0,5837.0
2,female,36.25,2,1,laboratory technician,1,married,2342.59,6090.75
1,male,65.7,2,2,laboratory technician,3,,4245.0,11037.0
3,female,69.53,2,2,manufacturing director,4,single,4492.84,11681.39
2,female,29.33,2,1,research scientist,3,,1895.0,4927.0
4,male,36.25,3,1,research scientist,4,married,2342.59,6090.75
4,male,69.53,2,2,sales executive,3,,4492.84,11681.39
