,Unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
926,926,23,no,travel_rarely,290.04,,4,3,,1,927,1,male,,4,1,research scientist,1,,2342.59,6090.75,2,y,,16,3.0,1,part time,1,5.0,3,4.0,3,,0,2,2342.59,2000,28111.13,,,no
927,927,25,no,,500.5,,8,3,life sciences,1,928,4,male,,4,2,sales executive,2,,4042.5,10510.5,0,y,no,22,4.0,3,part time,1,4.0,4,3.0,3,,1,2,4042.5,1998,48510.0,,,no
928,928,48,no,,837.78,,14,1,,1,929,1,male,104.72222222222224,4,2,sales executive,2,married,,17593.33,3,y,,12,3.0,4,full time,0,,3,3.0,2,,2,2,,1975,81200.0,,,yes
929,929,24,yes,travel_rarely,472.23,,3,2,life sciences,1,930,1,female,59.02876984126984,3,2,sales executive,3,single,3814.17,9916.83,9,y,no,14,3.0,1,part time,0,,3,3.0,2,,2,0,3814.17,1999,45770.0,,,yes
930,930,60,no,travel_rarely,557.66,,16,4,,1,931,1,male,,3,2,sales executive,1,single,,11710.83,8,y,no,14,3.0,4,full time,0,10.0,1,3.0,2,,2,2,,1963,54050.0,,,no
931,931,50,no,,290.04,,8,4,marketing,1,932,4,male,36.25443871706758,3,1,sales representative,2,married,2342.59,6090.75,7,y,no,15,3.0,4,part time,1,4.0,2,3.0,2,,2,2,2342.59,1973,28111.13,,,yes
932,932,44,no,non-travel,382.57,,24,3,,1,933,1,male,47.82142857142857,1,1,laboratory technician,3,single,,8034.0,2,y,,14,3.0,3,full time,0,9.0,5,3.0,5,,1,4,,1979,37080.0,,,no
933,933,47,no,travel_frequently,1420.71,,3,3,,1,934,4,female,,3,4,sales executive,3,divorced,11475.0,29835.0,9,y,yes,12,3.0,4,full time,2,28.0,2,2.0,22,,11,13,11475.0,1976,137700.0,,,yes
934,934,42,yes,,290.04,,19,3,,1,935,3,male,,4,1,research scientist,3,divorced,2342.59,6090.75,6,y,,12,3.0,4,part time,0,,2,3.0,2,,2,2,2342.59,1981,28111.13,,,yes
935,935,43,no,travel_frequently,556.26,,15,3,life sciences,1,936,4,male,,2,2,sales executive,4,married,4492.84,11681.39,3,y,,18,,3,part time,1,7.0,5,3.0,2,,2,2,4492.84,1980,53914.11,,,yes
936,936,40,no,,290.04,,2,1,,1,937,4,female,,2,1,research scientist,4,single,2342.59,6090.75,0,y,,20,4.0,4,part time,0,5.0,2,2.0,4,,2,3,2342.59,1983,28111.13,,,no
937,937,29,no,,236.99,sales,10,3,,1,938,4,male,,3,1,sales representative,2,,1914.17,4976.83,1,y,no,14,3.0,4,,2,,2,3.0,2,,2,2,1914.17,1994,,sales representative  -  sales,,no
938,938,53,no,,252.78,,6,3,,1,939,4,male,,3,2,laboratory technician,4,single,2041.67,5308.33,2,y,,17,3.0,4,part time,0,19.0,4,3.0,2,,2,2,2041.67,1970,24500.0,,,no
939,939,23,no,travel_rarely,290.04,research & development,12,1,medical,1,940,1,male,,4,1,research scientist,3,single,2342.59,6090.75,1,y,,18,3.0,4,part time,0,,3,3.0,2,,0,2,2342.59,2000,28111.13,research scientist  -  research & development,,no
940,940,55,yes,,1973.98,,2,3,medical,1,941,4,male,,3,5,manager,1,,15943.72,41453.67,5,y,yes,13,3.0,4,,1,24.0,2,3.0,5,,1,4,15943.72,1968,,,,no
941,941,26,no,travel_frequently,290.04,,1,2,life sciences,1,942,1,female,36.25443871706758,1,1,laboratory technician,4,,2342.59,6090.75,3,y,no,14,3.0,1,part time,1,,2,3.0,2,,2,0,2342.59,1997,28111.13,,,yes
942,942,34,no,travel_rarely,290.04,,1,4,,1,943,2,female,,4,1,research scientist,4,single,2342.59,6090.75,2,y,no,16,3.0,3,,0,,2,3.0,4,,1,3,2342.59,1989,,,,no
943,943,27,no,,447.98,,8,1,marketing,1,944,3,male,,3,2,sales executive,4,married,3618.33,9407.67,0,y,,19,3.0,2,part time,1,5.0,3,3.0,4,,1,1,3618.33,1996,43420.0,,,yes
944,944,35,no,travel_rarely,265.37,,8,4,,1,945,1,female,,3,1,sales representative,4,,2143.33,5572.67,1,y,no,16,3.0,2,,1,3.0,1,2.0,3,,0,2,2143.33,1988,,,,yes
945,945,30,no,travel_rarely,290.04,,18,3,,1,946,4,male,36.25443871706758,1,1,laboratory technician,3,married,2342.59,6090.75,3,y,no,21,,3,part time,2,7.0,2,3.0,2,,0,2,2342.59,1993,28111.13,,,yes
946,946,34,no,,670.63,,8,2,,1,947,3,female,,3,2,sales executive,1,,5416.67,14083.33,5,y,no,17,3.0,2,,1,,1,3.0,3,,1,2,5416.67,1989,,,,yes
947,947,52,no,travel_rarely,324.9,research & development,25,4,life sciences,1,948,2,female,40.61210317460318,3,2,laboratory technician,3,,2624.17,6822.83,8,y,,20,4.0,2,part time,1,9.0,3,3.0,5,,1,4,2624.17,1971,31490.0,laboratory technician  -  research & development,,yes
948,948,33,yes,travel_rarely,549.3,,16,3,marketing,1,949,1,female,,3,2,sales executive,1,single,4436.67,11535.33,5,y,,15,3.0,3,part time,0,,3,3.0,3,,0,2,4436.67,1990,53240.0,,,no
949,949,35,no,travel_rarely,290.04,research & development,20,4,,1,950,2,female,36.25443871706758,4,1,research scientist,3,single,,6090.75,3,y,no,13,3.0,3,part time,0,7.0,0,3.0,2,,2,2,,1988,28111.13,research scientist  -  research & development,,no
950,950,28,yes,,452.11,,2,4,,1,951,3,male,,3,1,research scientist,3,single,3651.67,9494.33,6,y,no,17,3.0,4,full time,0,5.0,3,2.0,2,,2,1,3651.67,1995,43820.0,,,yes
951,951,36,no,travel_rarely,290.04,,13,3,human resources,1,952,3,male,36.25443871706758,3,1,human resources,2,married,2342.59,6090.75,4,y,,13,3.0,2,part time,1,,2,3.0,5,,0,4,2342.59,1987,28111.13,,,yes
952,952,34,no,travel_frequently,263.4,research & development,16,4,,1,953,3,female,32.92559523809524,2,1,research scientist,4,single,2127.5,5531.5,1,y,no,16,3.0,3,part time,0,6.0,3,3.0,5,,1,3,2127.5,1989,25530.0,research scientist  -  research & development,,yes
953,953,34,no,,290.04,,3,2,,1,954,3,male,,3,1,human resources,4,,2342.59,6090.75,0,y,,19,3.0,3,,1,4.0,1,1.0,3,,0,2,2342.59,1989,,,,no
954,954,44,no,travel_rarely,612.13,,4,3,,1,955,4,male,76.51686507936508,3,2,healthcare representative,2,single,4944.17,12854.83,9,y,,12,3.0,4,full time,0,10.0,2,2.0,5,,2,3,4944.17,1979,59330.0,,,yes
955,955,32,no,,454.28,,13,4,life sciences,1,956,2,male,,3,2,sales executive,4,divorced,,9539.83,2,y,,11,3.0,3,part time,1,8.0,3,2.0,5,,0,3,,1991,44030.0,,,yes
956,956,53,no,,1128.11,,7,2,,1,957,1,female,141.0138888888889,2,3,sales executive,4,married,9111.67,23690.33,7,y,yes,18,3.0,4,full time,1,35.0,3,3.0,5,,0,4,9111.67,1970,109340.0,,,no
957,957,22,no,,556.26,,1,2,life sciences,1,958,4,male,,2,2,manufacturing director,4,,4492.84,11681.39,6,y,,22,4.0,1,part time,2,4.0,2,1.0,2,,2,2,4492.84,2001,53914.11,,,no
958,958,44,no,travel_rarely,290.04,,8,4,life sciences,1,959,1,male,,4,1,laboratory technician,4,,2342.59,6090.75,2,y,yes,24,4.0,3,part time,1,10.0,2,2.0,3,,0,2,2342.59,1979,28111.13,,,no
959,959,35,yes,travel_frequently,208.62,,25,4,life sciences,1,960,4,female,,3,1,research scientist,2,divorced,1685.0,4381.0,1,y,,19,3.0,1,part time,1,10.0,3,2.0,10,,7,8,1685.0,1988,20220.0,,,yes
960,960,25,no,,439.11,,4,1,,1,961,3,male,,2,2,sales executive,1,,3546.67,9221.33,1,y,no,12,3.0,1,part time,0,5.0,1,4.0,5,,0,3,3546.67,1998,42560.0,,,no
961,961,49,no,travel_rarely,369.37,,1,3,technical degree,1,962,3,female,,3,1,research scientist,1,,2983.33,7756.67,2,y,no,16,3.0,2,,1,7.0,2,3.0,4,,0,2,2983.33,1974,,,,no
962,962,24,no,non-travel,290.04,,19,1,life sciences,1,963,1,male,,2,1,laboratory technician,4,,2342.59,6090.75,0,y,,17,3.0,4,part time,0,,2,2.0,5,,3,4,2342.59,1999,28111.13,,,no
963,963,38,no,travel_rarely,299.1,sales,9,3,marketing,1,964,2,male,,2,1,sales representative,2,,2415.83,6281.17,0,y,,19,3.0,4,full time,1,3.0,3,3.0,2,,1,2,2415.83,1985,28990.0,sales representative  -  sales,,yes
964,964,29,yes,travel_rarely,290.04,,1,3,medical,1,965,2,female,36.25443871706758,2,1,sales representative,3,,2342.59,6090.75,6,y,yes,19,3.0,3,part time,3,5.0,3,3.0,3,,0,2,2342.59,1994,28111.13,,,no
965,965,43,no,travel_frequently,573.86,,1,3,life sciences,1,966,4,female,,3,2,healthcare representative,4,married,4635.0,12051.0,4,y,,13,3.0,2,,1,12.0,2,2.0,5,,2,2,4635.0,1980,,,,yes
966,966,28,no,travel_rarely,556.26,,5,4,medical,1,967,1,male,,3,2,sales executive,4,single,,11681.39,1,y,,14,3.0,2,part time,0,4.0,3,3.0,4,,0,2,,1995,53914.11,,,no
967,967,20,yes,travel_rarely,290.04,,2,3,,1,968,3,female,36.25443871706758,2,1,sales representative,3,single,2342.59,6090.75,1,y,,13,3.0,4,part time,0,2.0,3,2.0,2,,0,2,2342.59,2003,28111.13,,,yes
968,968,47,no,,290.04,,2,4,life sciences,1,969,4,female,,2,1,sales representative,4,single,2342.59,6090.75,1,y,yes,18,3.0,1,,0,3.0,3,2.0,3,,1,2,2342.59,1976,,,,yes
969,969,22,yes,travel_rarely,556.26,,3,1,life sciences,1,970,2,female,,3,2,manufacturing director,3,married,4492.84,11681.39,0,y,yes,19,3.0,1,part time,1,4.0,3,4.0,3,,0,2,4492.84,2001,53914.11,,,yes
970,970,28,no,,245.25,,9,3,medical,1,971,3,female,,3,1,research scientist,3,divorced,1980.83,5150.17,5,y,no,18,3.0,2,part time,1,6.0,2,3.0,2,,2,2,1980.83,1995,23770.0,,,yes
971,971,39,yes,,248.03,research & development,6,3,medical,1,972,4,male,,3,1,laboratory technician,1,married,,5208.67,7,y,,21,4.0,4,part time,0,,2,1.0,2,,2,2,,1984,24040.0,laboratory technician  -  research & development,,yes
972,972,33,no,travel_rarely,288.79,research & development,1,4,,1,973,3,male,36.098214285714285,2,1,research scientist,1,single,2332.5,6064.5,3,y,,11,3.0,2,part time,0,,1,3.0,3,,0,2,2332.5,1990,27990.0,research scientist  -  research & development,,no
973,973,36,no,travel_rarely,290.04,research & development,7,4,other,1,974,2,male,36.25443871706758,3,1,research scientist,4,single,2342.59,6090.75,2,y,,18,3.0,3,part time,0,8.0,6,3.0,6,,0,1,2342.59,1987,28111.13,research scientist  -  research & development,,yes
974,974,35,no,travel_rarely,556.26,,48,3,,1,975,3,female,,3,2,sales executive,3,,4492.84,11681.39,1,y,,16,3.0,2,,0,5.0,3,3.0,5,,1,0,4492.84,1988,,,,yes
975,975,31,yes,,290.04,,9,2,medical,1,976,3,male,,2,1,research scientist,1,single,,6090.75,0,y,yes,22,4.0,1,part time,0,4.0,0,3.0,3,,1,2,,1992,28111.13,,,no
976,976,33,no,travel_rarely,356.16,,13,1,life sciences,1,977,2,female,44.51984126984127,3,1,research scientist,4,single,2876.67,7479.33,3,y,,18,3.0,1,full time,0,5.0,4,3.0,3,,0,2,2876.67,1990,34520.0,,,no
977,977,27,no,,290.02,,24,4,,1,978,2,female,,3,1,laboratory technician,2,married,2342.5,6090.5,9,y,no,14,3.0,2,part time,1,4.0,2,3.0,2,,2,2,2342.5,1996,28110.0,,,no
978,978,30,yes,travel_rarely,290.04,,22,3,,1,979,1,female,36.25443871706758,3,1,research scientist,3,married,,6090.75,4,y,,11,3.0,2,part time,0,,2,,5,,0,1,,1993,28111.13,,,yes
979,979,24,no,,451.6,,17,1,medical,1,980,4,female,,2,2,manufacturing director,3,divorced,3647.5,9483.5,1,y,no,15,3.0,2,part time,2,5.0,6,3.0,4,,3,2,3647.5,1999,43770.0,,,no
980,980,35,yes,travel_rarely,290.04,research & development,14,4,other,1,981,3,male,,2,1,laboratory technician,2,divorced,2342.59,6090.75,1,y,yes,24,4.0,4,part time,1,5.0,2,1.0,4,,0,2,2342.59,1988,28111.13,laboratory technician  -  research & development,,no
981,981,30,yes,,290.04,,5,3,,1,982,2,female,,3,1,laboratory technician,2,,2342.59,6090.75,0,y,,17,3.0,1,part time,0,4.0,3,3.0,3,,1,2,2342.59,1993,28111.13,,,yes
982,982,48,no,travel_rarely,437.46,research & development,6,3,,1,983,1,male,,2,2,healthcare representative,3,,3533.33,9186.67,2,y,no,13,3.0,4,,0,19.0,0,3.0,2,,2,2,3533.33,1975,,healthcare representative  -  research & development,,yes
983,983,41,no,travel_rarely,556.26,,7,2,medical,1,984,4,female,,3,2,manufacturing director,3,,4492.84,11681.39,6,y,,14,3.0,2,,0,8.0,6,3.0,2,,2,1,4492.84,1982,,,,no
984,984,27,no,,436.12,research & development,2,4,,1,985,1,female,,3,2,manufacturing director,4,,3522.5,9158.5,0,y,,18,3.0,2,part time,1,,2,,3,,2,2,3522.5,1996,42270.0,manufacturing director  -  research & development,,yes
985,985,35,no,travel_rarely,404.13,research & development,10,3,other,1,986,2,male,,3,1,laboratory technician,4,,3264.17,8486.83,1,y,no,20,4.0,1,full time,1,3.0,4,2.0,3,,1,2,3264.17,1988,39170.0,laboratory technician  -  research & development,,no
986,986,26,yes,non-travel,512.67,,29,2,medical,1,987,2,male,,1,2,sales executive,1,single,,10766.17,8,y,no,18,3.0,4,part time,0,,6,3.0,2,,2,2,,1997,49690.0,,,yes
987,987,33,no,non-travel,290.04,sales,8,1,life sciences,1,988,2,female,,2,1,sales representative,4,,,6090.75,0,y,,19,3.0,4,part time,0,,2,2.0,2,,2,2,,1990,28111.13,sales representative  -  sales,,no
988,988,26,yes,,210.68,,2,3,life sciences,1,989,1,male,,3,1,research scientist,1,married,1701.67,4424.33,6,y,,14,3.0,2,part time,1,6.0,2,3.0,3,,1,2,1701.67,1997,20420.0,,,yes
989,989,38,no,travel_frequently,291.06,,3,4,,1,990,3,male,,3,1,research scientist,3,,2350.83,6112.17,3,y,no,16,3.0,1,,1,8.0,2,3.0,2,,2,2,2350.83,1985,,,,no
990,990,46,no,,1973.98,,47,4,medical,1,991,4,male,,3,5,research director,4,,,41453.67,9,y,no,17,3.0,4,full time,2,23.0,0,3.0,2,,2,2,,1977,191324.62,,,yes
991,991,20,yes,,290.04,,9,3,marketing,1,992,4,female,,3,1,sales representative,4,single,2342.59,6090.75,1,y,yes,14,3.0,2,part time,0,2.0,3,3.0,2,,0,2,2342.59,2003,28111.13,,,yes
992,992,30,no,,1027.31,,20,3,other,1,993,2,male,,3,2,manufacturing director,1,married,8297.5,21573.5,0,y,,15,3.0,3,,1,7.0,1,2.0,6,,0,2,8297.5,1993,,,,no
993,993,27,no,non-travel,290.04,,8,5,,1,994,1,male,,1,1,laboratory technician,3,married,2342.59,6090.75,1,y,,19,3.0,4,part time,3,3.0,4,,3,,1,2,2342.59,1996,28111.13,,,no
994,994,55,no,,1032.49,,2,1,,1,995,4,male,,3,3,manufacturing director,2,married,,21682.23,3,y,no,18,3.0,2,part time,1,23.0,4,3.0,3,,1,2,,1968,100071.84,,,yes
995,995,33,no,travel_rarely,1032.49,,5,3,life sciences,1,996,4,male,,2,3,healthcare representative,4,,8339.32,21682.23,4,y,no,15,3.0,3,,1,,2,3.0,3,,1,2,8339.32,1990,100071.84,,,yes
996,996,28,no,,227.71,,15,2,life sciences,1,997,1,male,,3,1,laboratory technician,3,,1839.17,4781.83,1,y,no,16,3.0,4,,1,4.0,5,2.0,4,,2,2,1839.17,1995,22070.0,,,yes
997,997,34,no,,800.22,,3,1,life sciences,1,998,1,male,,3,2,healthcare representative,4,,6463.33,16804.67,0,y,no,17,3.0,3,,0,,1,2.0,6,,0,4,6463.33,1989,,,,yes
998,998,33,yes,,290.04,,25,3,medical,1,999,1,male,,2,1,research scientist,2,single,2342.59,6090.75,4,y,yes,20,4.0,2,part time,0,5.0,0,3.0,2,,2,2,2342.59,1990,28111.13,,,no
999,999,33,no,,556.26,,7,3,life sciences,1,1000,4,female,,3,2,sales executive,2,married,4492.84,11681.39,0,y,no,17,3.0,3,part time,1,4.0,3,3.0,3,,0,2,4492.84,1990,53914.11,,,no
1000,1000,21,no,,213.57,,1,1,,1,1001,4,female,,2,1,research scientist,2,single,,4485.0,1,y,yes,11,3.0,3,part time,0,2.0,6,4.0,2,,2,2,,2002,20700.0,,,yes
1001,1001,31,no,travel_frequently,287.96,,20,3,,1,1002,3,male,,4,1,sales representative,4,married,,6047.17,0,y,no,12,,1,,1,3.0,4,3.0,2,,2,2,,1992,27910.0,,,yes
1002,1002,35,no,,556.26,,11,2,marketing,1,1003,4,male,,3,2,sales executive,4,divorced,4492.84,11681.39,1,y,,11,3.0,4,,1,5.0,3,3.0,5,,0,2,4492.84,1988,,,,yes
1003,1003,34,no,,556.26,,2,2,,1,1004,4,male,,3,2,manufacturing director,3,single,4492.84,11681.39,2,y,no,11,3.0,4,,0,,3,,3,,0,2,4492.84,1989,,,,yes
1004,1004,33,yes,,848.51,,9,4,,1,1005,1,female,106.06349206349206,3,2,sales executive,1,single,,17818.67,0,y,,17,3.0,1,full time,0,6.0,3,3.0,5,,0,3,,1990,82240.0,,,no
1005,1005,31,yes,,269.29,research & development,15,3,medical,1,1006,3,male,,3,1,laboratory technician,3,,,5655.0,1,y,no,12,3.0,3,part time,1,,5,2.0,2,,2,2,,1992,26100.0,laboratory technician  -  research & development,,yes
1006,1006,37,no,travel_rarely,591.29,,25,2,,1,1007,3,female,73.91170634920636,2,2,healthcare representative,4,,4775.83,12417.17,7,y,no,13,3.0,3,full time,2,9.0,2,3.0,6,,1,3,4775.83,1986,57310.0,,,yes
1007,1007,27,no,travel_rarely,261.96,,6,3,,1,1008,4,male,32.745039682539684,2,1,research scientist,3,married,,5501.17,1,y,no,13,,3,part time,1,4.0,0,3.0,4,2.0,2,2,,1996,25390.0,,,yes
1008,1008,35,no,travel_frequently,245.14,,4,4,other,1,1009,4,male,30.642857142857142,2,1,laboratory technician,4,married,,5148.0,1,y,,13,3.0,2,part time,1,2.0,2,4.0,2,,2,2,,1988,23760.0,,,yes
1009,1009,56,no,,1973.98,,4,4,,1,1010,4,female,246.74801587301585,3,5,manager,1,divorced,15943.72,41453.67,4,y,no,13,3.0,4,full time,1,28.0,2,3.0,5,,4,2,15943.72,1967,191324.62,,,yes
1010,1010,45,no,,290.04,research & development,7,3,medical,1,1011,1,female,,3,1,research scientist,3,,2342.59,6090.75,4,y,yes,19,3.0,3,part time,1,,2,,3,,0,2,2342.59,1978,28111.13,research scientist  -  research & development,,yes
1011,1011,20,no,travel_rarely,290.04,,3,3,,1,1012,1,male,,2,1,laboratory technician,3,single,2342.59,6090.75,1,y,,12,3.0,1,part time,0,2.0,2,2.0,2,,1,2,2342.59,2003,28111.13,,,yes
1012,1012,50,no,travel_frequently,1582.77,,2,3,,1,1013,4,female,,3,4,manager,1,,12783.92,33238.2,2,y,no,22,4.0,3,full time,1,,3,,2,,2,2,12783.92,1973,153407.07,,,yes
1013,1013,46,no,,1968.67,,15,2,life sciences,1,1014,4,male,,3,5,research director,2,,,41342.17,5,y,,11,3.0,1,full time,1,25.0,2,3.0,4,,0,3,,1977,190810.0,,,yes
1014,1014,32,no,,283.01,,13,3,other,1,1015,3,female,,2,1,laboratory technician,2,married,,5943.17,1,y,no,20,4.0,3,part time,1,2.0,2,3.0,2,,2,2,,1991,27430.0,,,yes
1015,1015,35,no,,1032.49,,8,2,,1,1016,3,female,,2,3,sales executive,4,married,8339.32,21682.23,4,y,,11,3.0,2,part time,1,16.0,6,2.0,13,,4,12,8339.32,1988,100071.84,,,no
1016,1016,29,no,,387.94,,1,3,life sciences,1,1017,1,female,48.49206349206349,3,1,research scientist,4,divorced,3133.33,8146.67,1,y,no,15,3.0,1,full time,3,3.0,5,,3,,1,2,3133.33,1994,37600.0,,,yes
1017,1017,21,yes,travel_frequently,290.04,,10,2,,1,1018,1,female,,2,1,laboratory technician,3,,2342.59,6090.75,1,y,,20,4.0,3,,0,2.0,2,1.0,2,,2,2,2342.59,2002,,,,yes
1018,1018,34,no,travel_rarely,468.21,,2,3,marketing,1,1019,3,female,,3,2,sales executive,1,,3781.67,9832.33,0,y,,12,3.0,4,part time,0,4.0,3,3.0,3,,0,2,3781.67,1989,45380.0,,,yes
1019,1019,28,no,,290.04,,1,4,medical,1,1020,4,male,,3,1,laboratory technician,3,single,2342.59,6090.75,0,y,yes,11,3.0,3,part time,0,,2,2.0,4,,0,2,2342.59,1995,28111.13,,,no
1020,1020,35,no,travel_rarely,290.04,,6,1,life sciences,1,1021,3,male,36.25443871706758,3,1,research scientist,3,married,2342.59,6090.75,0,y,yes,14,,4,part time,0,4.0,3,3.0,3,,2,2,2342.59,1988,28111.13,,,no
1021,1021,28,no,travel_frequently,398.98,,2,3,life sciences,1,1022,4,male,,2,1,laboratory technician,4,married,,8378.5,1,y,,12,3.0,2,full time,1,,2,3.0,2,,2,2,,1995,38670.0,,,no
1022,1022,28,no,travel_rarely,214.6,,1,3,technical degree,1,1023,4,male,26.82539682539683,3,1,research scientist,1,single,1733.33,4506.67,2,y,,11,3.0,2,part time,0,5.0,2,2.0,3,,1,2,1733.33,1995,20800.0,,,no
1023,1023,25,no,,216.25,research & development,1,3,medical,1,1024,4,female,,3,1,research scientist,2,single,,4541.33,1,y,,18,3.0,4,part time,0,,3,2.0,2,,2,1,,1998,20960.0,research scientist  -  research & development,,no
1024,1024,58,no,,290.04,,23,4,life sciences,1,1025,1,male,,3,1,research scientist,3,,2342.59,6090.75,1,y,,12,3.0,4,part time,2,,3,3.0,2,,2,2,2342.59,1965,28111.13,,,yes
1025,1025,39,yes,,402.79,,23,3,medical,1,1026,3,male,,3,1,research scientist,1,single,3253.33,8458.67,0,y,,13,3.0,1,full time,0,6.0,2,3.0,5,,0,3,3253.33,1984,39040.0,,,no
1026,1026,30,no,travel_rarely,477.39,,6,3,technical degree,1,1027,1,female,,2,2,laboratory technician,4,married,3855.83,10025.17,0,y,no,12,3.0,1,,1,10.0,6,3.0,9,,6,7,3855.83,1993,46270.0,,,yes
1027,1027,50,no,,1582.77,,46,3,life sciences,1,1028,4,female,,3,4,research director,1,married,12783.92,33238.2,4,y,,11,3.0,2,full time,0,,2,,3,,1,2,12783.92,1973,153407.07,,,yes
1028,1028,41,no,,556.26,,10,2,medical,1,1029,3,male,69.53208262471655,1,2,sales executive,2,single,,11681.39,1,y,no,13,3.0,1,part time,0,19.0,4,3.0,19,,11,9,,1982,53914.11,,,yes
1029,1029,31,yes,,237.51,,1,3,,1,1030,4,female,,3,1,sales representative,2,,1918.33,4987.67,1,y,yes,11,3.0,1,part time,0,,2,4.0,3,,2,2,1918.33,1992,23020.0,,,no
1030,1030,44,yes,,290.04,,3,3,life sciences,1,1031,1,male,,3,1,laboratory technician,1,,2342.59,6090.75,4,y,no,12,,3,,0,10.0,4,4.0,3,,1,2,2342.59,1979,,,,yes
1031,1031,40,no,non-travel,290.04,research & development,16,2,,1,1032,3,male,,3,1,research scientist,3,divorced,2342.59,6090.75,9,y,no,16,3.0,2,,1,6.0,0,3.0,4,,0,0,2342.59,1983,,research scientist  -  research & development,,yes
1032,1032,25,no,travel_rarely,290.04,research & development,19,1,medical,1,1033,4,male,,3,1,laboratory technician,4,married,2342.59,6090.75,3,y,,11,3.0,3,part time,3,,6,2.0,3,,1,2,2342.59,1998,28111.13,laboratory technician  -  research & development,,no
1033,1033,40,no,travel_rarely,290.04,,1,4,life sciences,1,1034,2,male,36.25443871706758,3,1,laboratory technician,2,,2342.59,6090.75,3,y,no,22,4.0,3,part time,1,7.0,3,3.0,4,,0,3,2342.59,1983,28111.13,,,yes
1034,1034,51,no,travel_rarely,1582.77,,11,2,technical degree,1,1035,4,female,,2,4,manufacturing director,2,,12783.92,33238.2,3,y,no,16,3.0,2,full time,0,,1,2.0,5,,0,3,12783.92,1972,153407.07,,,yes
1035,1035,27,no,travel_frequently,523.2,,2,1,life sciences,1,1036,4,male,65.3998015873016,1,2,sales executive,4,single,,10987.17,3,y,no,20,4.0,2,part time,0,,3,3.0,6,,0,0,,1996,50710.0,,,no
1036,1036,35,yes,,556.26,,18,4,marketing,1,1037,4,female,,3,2,sales executive,3,married,4492.84,11681.39,0,y,,18,3.0,3,part time,1,5.0,0,2.0,4,,3,2,4492.84,1988,53914.11,,,yes
1037,1037,38,no,,290.04,,7,3,,1,1038,4,male,36.25443871706758,4,1,research scientist,3,divorced,2342.59,6090.75,1,y,no,11,3.0,4,part time,3,4.0,2,3.0,4,,0,3,2342.59,1985,28111.13,,,yes
1038,1038,31,yes,,556.26,,22,4,,1,1039,4,male,,3,2,manufacturing director,3,married,,11681.39,1,y,,15,3.0,4,part time,2,10.0,3,2.0,10,,6,7,,1992,53914.11,,,yes
1039,1039,51,no,,1093.24,,2,3,,1,1040,2,male,,3,3,sales executive,2,,8830.0,22958.0,2,y,,11,3.0,2,,0,14.0,5,3.0,4,,3,2,8830.0,1972,,,,yes
1040,1040,41,no,,564.06,,22,3,,1,1041,4,female,70.50694444444446,3,2,research scientist,4,,4555.83,11845.17,3,y,,14,3.0,1,full time,2,12.0,4,2.0,6,,3,3,4555.83,1982,54670.0,,,no
1041,1041,32,no,,556.26,,2,1,marketing,1,1042,3,male,,3,2,sales executive,2,married,,11681.39,0,y,yes,13,3.0,1,part time,3,4.0,3,2.0,3,,1,2,,1991,53914.11,,,yes
1042,1042,25,no,travel_rarely,556.26,,18,1,life sciences,1,1043,1,male,,4,2,sales executive,3,married,4492.84,11681.39,2,y,no,11,3.0,2,,0,6.0,3,2.0,3,,1,2,4492.84,1998,,,,no
1043,1043,27,no,,595.21,,10,3,marketing,1,1044,4,female,74.40178571428571,2,2,sales executive,4,married,4807.5,12499.5,1,y,yes,11,3.0,4,full time,0,,3,3.0,6,2.0,4,4,4807.5,1996,57690.0,,,yes
1044,1044,27,yes,travel_rarely,247.0,,22,4,life sciences,1,1045,4,female,,3,1,research scientist,3,single,1995.0,5187.0,1,y,yes,13,,4,part time,0,8.0,2,3.0,8,,7,7,1995.0,1996,23940.0,,,yes
1045,1045,37,no,,374.42,,11,3,medical,1,1046,1,female,,3,1,laboratory technician,3,single,,7862.83,4,y,no,18,3.0,1,full time,0,8.0,6,3.0,3,,0,2,,1986,36290.0,,,yes
1046,1046,35,no,travel_frequently,965.92,,18,2,life sciences,1,1047,3,male,,3,3,manufacturing director,4,,,20284.33,2,y,no,11,3.0,3,part time,0,10.0,2,3.0,2,,2,2,,1988,93620.0,,,yes
1047,1047,25,no,,333.15,,1,3,,1,1048,1,male,,3,1,laboratory technician,4,,2690.83,6996.17,4,y,no,11,3.0,2,full time,1,7.0,2,2.0,3,,0,2,2690.83,1998,32290.0,,,yes
1048,1048,30,no,,556.26,,7,4,marketing,1,1049,4,female,,3,2,sales executive,1,divorced,,11681.39,7,y,no,14,3.0,2,part time,2,,3,3.0,3,,0,2,,1993,53914.11,,,yes
