age,attrition,businesstravel,dailyrate,department,education,educationfield,employeecount,employeenumber,distancefromhome(miles),environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
52,no,travel_rarely,331.4,,3,,1,852,2,3,female,41.42,2,1,laboratory technician,4,single,2676.67,6959.33,7,y,no,15,3.0,2,fulltime,0,11.359610274579271,3,2.0,2,,2,2,2676.67,1971,32120.0,,,yes
59,no,travel_rarely,290.04,human resources,2,medical,1,853,6,2,male,36.25,3,1,human resources,3,married,2342.59,6090.75,8,y,no,17,3.0,4,parttime,0,11.359610274579271,2,2.0,2,,2,2,2342.59,1964,28111.13,human resources  -  human resources,,no
32,yes,,290.04,,3,,1,854,1,4,male,36.25,2,1,laboratory technician,3,single,2342.59,6090.75,0,y,no,14,3.0,4,parttime,0,4.0,2,1.0,3,,1,2,2342.59,1991,,,,yes
39,no,,290.04,,4,medical,1,855,24,2,female,36.25,3,1,laboratory technician,3,divorced,2342.59,6090.75,7,y,no,14,3.0,3,parttime,3,7.0,1,3.0,3,,1,2,2342.59,1984,28111.13,,,no
32,no,non-travel,556.26,,4,marketing,1,856,26,3,male,69.53,3,2,sales executive,4,,4492.84,11681.39,0,y,no,18,3.0,1,parttime,0,4.0,2,3.0,3,,2,2,4492.84,1991,53914.11,,,yes
31,no,,1032.49,,4,medical,1,857,3,2,male,129.06,3,3,research director,3,divorced,8339.32,21682.23,9,y,no,12,3.0,1,parttime,1,11.359610274579271,3,3.0,2,,2,2,8339.32,1992,100071.84,,,yes
33,no,travel_rarely,300.34,,4,life sciences,1,858,5,3,female,37.54,2,1,research scientist,4,married,2425.83,6307.17,1,y,no,13,3.0,3,fulltime,1,2.0,2,2.0,2,,0,2,2425.83,1990,29110.0,,,yes
45,no,,556.26,,4,life sciences,1,859,23,1,male,69.53,4,2,manufacturing director,3,,4492.84,11681.39,4,y,no,17,3.0,4,parttime,1,9.0,1,3.0,3,,0,2,4492.84,1978,,,,yes
42,no,,556.26,research & development,2,,1,860,17,4,female,69.53,4,2,research scientist,1,single,4492.84,11681.39,3,y,yes,13,3.0,3,parttime,0,11.359610274579271,1,3.0,3,,0,2,,1981,53914.11,research scientist  -  research & development,,yes
29,no,,715.1,,2,marketing,1,861,19,4,male,89.39,3,2,sales executive,4,divorced,5775.83,15017.17,2,y,no,14,3.0,4,fulltime,1,11.359610274579271,2,3.0,3,,0,2,,1994,69310.0,,,no
25,no,travel_rarely,556.26,,3,,1,862,1,1,female,69.53,3,2,manufacturing director,3,married,4492.84,11681.39,0,y,no,12,3.0,4,parttime,2,5.0,3,3.0,4,,1,2,4492.84,1998,53914.11,,,no
32,no,,224.51,,1,,1,863,2,4,male,28.06,2,2,laboratory technician,1,,1813.33,4714.67,4,y,no,13,3.0,4,parttime,0,9.0,5,3.0,6,,0,4,1813.33,1991,21760.0,,,no
28,no,travel_rarely,290.04,,3,,1,864,9,4,male,36.25,3,1,research scientist,4,married,2342.59,6090.75,1,y,no,23,4.0,4,parttime,1,11.359610274579271,3,3.0,5,,0,4,,1995,28111.13,,,yes
21,no,travel_rarely,333.25,,2,,1,865,3,4,male,41.66,2,1,research scientist,3,single,2691.67,6998.33,1,y,no,17,3.0,1,fulltime,0,11.359610274579271,4,4.0,3,,1,0,,2002,32300.0,,,no
37,no,non-travel,1032.49,,4,medical,1,866,1,1,female,129.06,3,3,research director,4,divorced,8339.32,21682.23,2,y,yes,18,3.0,1,parttime,2,11.359610274579271,2,3.0,5,,0,2,8339.32,1986,100071.84,,,no
38,no,travel_rarely,556.26,,4,life sciences,1,867,23,4,male,69.53,3,2,healthcare representative,4,,4492.84,11681.39,9,y,no,14,3.0,2,parttime,1,11.359610274579271,2,3.0,2,,1,2,4492.84,1985,53914.11,,,no
26,yes,travel_rarely,290.04,,4,medical,1,868,16,1,male,36.25,3,1,laboratory technician,2,divorced,2342.59,6090.75,2,y,yes,13,3.0,4,parttime,1,11.359610274579271,2,3.0,3,,0,2,2342.59,1997,28111.13,,,no
49,no,,1925.75,,4,life sciences,1,869,10,3,female,240.72,3,5,research director,1,single,15554.17,40440.83,9,y,yes,11,3.0,4,fulltime,0,11.359610274579271,4,3.0,3,,1,2,15554.17,1974,186650.0,,,yes
31,no,travel_frequently,287.75,sales,3,,1,870,5,4,female,35.97,3,1,sales representative,2,divorced,2324.17,6042.83,1,y,no,11,3.0,3,parttime,1,2.0,5,2.0,2,,2,2,,1992,27890.0,sales representative  -  sales,,yes
37,no,travel_frequently,290.04,,3,medical,1,871,9,2,male,36.25,3,1,research scientist,4,married,2342.59,6090.75,1,y,no,12,3.0,3,parttime,3,11.359610274579271,3,2.0,4,,1,2,2342.59,1986,28111.13,,,no
31,no,travel_rarely,290.04,research & development,4,,1,872,11,1,male,36.25,3,1,research scientist,4,married,2342.59,6090.75,0,y,no,12,3.0,3,parttime,1,11.359610274579271,4,3.0,5,,0,3,2342.59,1992,28111.13,research scientist  -  research & development,,yes
31,no,travel_rarely,661.35,,3,human resources,1,873,2,1,male,82.67,2,2,human resources,1,,5341.67,13888.33,3,y,no,12,3.0,4,fulltime,0,11.359610274579271,1,3.0,2,,1,0,5341.67,1992,64100.0,,,no
31,no,,290.04,research & development,4,,1,874,2,3,male,36.25,3,1,research scientist,4,,2342.59,6090.75,0,y,no,18,3.0,2,parttime,1,3.0,2,1.0,2,,2,2,2342.59,1992,28111.13,research scientist  -  research & development,,yes
52,yes,,509.79,,4,medical,1,875,17,1,male,63.72,2,2,research scientist,2,,4117.5,10705.5,2,y,no,15,,1,parttime,0,11.0,3,2.0,8,,7,7,4117.5,1971,49410.0,,,no
28,yes,,290.04,,4,medical,1,876,2,1,male,36.25,1,1,research scientist,4,married,2342.59,6090.75,5,y,yes,13,3.0,4,parttime,0,11.359610274579271,4,2.0,3,,2,2,2342.59,1995,,,,yes
47,no,travel_rarely,1973.98,,5,,1,877,5,4,male,246.75,3,5,research director,3,married,15943.72,41453.67,4,y,no,11,3.0,2,fulltime,1,21.0,2,3.0,3,,1,1,,1976,191324.62,,,no
29,no,,410.94,,5,other,1,878,9,2,male,51.37,2,1,laboratory technician,4,,3319.17,8629.83,0,y,no,17,3.0,3,fulltime,0,4.0,2,3.0,3,,2,2,3319.17,1994,39830.0,,,yes
37,no,,654.85,,2,medical,1,879,5,4,male,81.86,3,2,manufacturing director,4,,5289.17,13751.83,7,y,no,16,3.0,3,parttime,2,8.0,2,2.0,6,,0,4,5289.17,1986,,,,yes
23,no,,299.62,,1,,1,880,26,3,male,37.45,3,1,research scientist,4,,2420.0,6292.0,1,y,no,12,3.0,3,fulltime,2,11.359610274579271,2,2.0,4,,0,2,2420.0,2000,29040.0,,,no
42,no,travel_rarely,278.16,human resources,1,,1,881,2,3,male,34.77,3,1,human resources,3,divorced,2246.67,5841.33,0,y,yes,11,3.0,3,parttime,1,4.0,5,3.0,3,,1,0,2246.67,1981,,human resources  -  human resources,,no
30,no,,556.26,sales,2,,1,882,25,4,female,69.53,3,2,sales executive,3,,4492.84,11681.39,7,y,no,12,3.0,2,parttime,1,4.0,2,4.0,2,,2,2,4492.84,1993,,sales executive  -  sales,,no
21,yes,,224.3,,1,,1,883,31,1,female,28.04,2,1,sales representative,2,single,1811.67,4710.33,1,y,no,11,3.0,3,parttime,0,3.0,3,3.0,3,,1,2,,2002,21740.0,,,yes
57,no,travel_rarely,696.94,,4,medical,1,884,1,4,male,87.12,3,2,healthcare representative,3,,5629.17,14635.83,2,y,no,11,3.0,3,parttime,0,11.359610274579271,2,3.0,3,,1,2,5629.17,1966,,,,yes
21,no,,290.04,,2,,1,885,9,1,male,36.25,3,1,sales representative,4,single,2342.59,6090.75,1,y,no,24,4.0,3,parttime,0,3.0,3,2.0,3,2.0,2,2,2342.59,2002,28111.13,,,yes
31,no,travel_rarely,274.13,,4,life sciences,1,886,9,3,male,34.27,2,1,research scientist,2,,2214.17,5756.83,0,y,no,16,3.0,4,parttime,0,3.0,5,3.0,2,,2,2,2214.17,1992,26570.0,,,yes
29,no,,290.04,research & development,3,,1,887,17,1,male,36.25,3,1,research scientist,4,,2342.59,6090.75,9,y,no,16,,4,parttime,0,6.0,4,3.0,3,,1,2,2342.59,1994,28111.13,research scientist  -  research & development,,no
27,no,travel_rarely,290.04,,2,,1,888,1,4,male,36.25,3,1,laboratory technician,2,,2342.59,6090.75,1,y,no,11,3.0,2,parttime,1,5.0,2,3.0,5,,0,4,2342.59,1996,28111.13,,,yes
49,no,travel_rarely,1131.31,,3,other,1,889,7,2,male,141.41,2,3,healthcare representative,3,single,9137.5,23757.5,8,y,no,24,4.0,3,fulltime,0,11.359610274579271,2,3.0,5,,0,0,9137.5,1974,109650.0,,,yes
36,no,travel_rarely,262.37,,3,,1,890,2,4,female,32.8,3,1,research scientist,3,married,2119.17,5509.83,4,y,no,13,3.0,2,parttime,1,11.359610274579271,3,3.0,2,,2,2,,1987,25430.0,,,yes
34,yes,non-travel,547.24,,3,marketing,1,891,19,1,male,68.4,4,2,sales executive,4,,4420.0,11492.0,8,y,yes,13,3.0,2,parttime,0,11.359610274579271,3,2.0,5,,0,4,4420.0,1989,53040.0,,,yes
24,no,,556.26,,4,marketing,1,892,10,4,female,69.53,3,2,sales executive,3,divorced,4492.84,11681.39,1,y,yes,12,3.0,4,parttime,1,11.359610274579271,2,4.0,5,,0,3,4492.84,1999,53914.11,,,yes
42,no,,290.04,,4,,1,893,1,2,female,36.25,3,1,laboratory technician,1,,2342.59,6090.75,3,y,no,16,3.0,2,parttime,1,8.0,5,3.0,5,,1,2,,1981,28111.13,,,yes
54,no,,2002.21,,2,medical,1,894,5,1,male,250.28,3,5,research director,1,married,16171.67,42046.33,4,y,no,11,3.0,3,fulltime,1,24.0,4,2.0,4,,1,2,16171.67,1969,194060.0,,,no
34,no,,674.56,,4,,1,895,4,3,female,84.32,3,2,sales executive,3,married,5448.33,14165.67,9,y,no,15,3.0,1,fulltime,1,11.359610274579271,3,3.0,3,,1,2,5448.33,1989,65380.0,,,yes
43,no,,232.97,,3,,1,896,21,4,male,29.12,3,1,laboratory technician,4,,1881.67,4892.33,7,y,no,20,4.0,1,parttime,1,11.359610274579271,1,3.0,3,,1,2,1881.67,1980,,,,yes
43,no,travel_rarely,556.26,,4,other,1,897,8,3,female,69.53,3,2,healthcare representative,3,,4492.84,11681.39,4,y,yes,14,3.0,4,parttime,0,11.359610274579271,3,3.0,5,,0,2,4492.84,1980,53914.11,,,yes
31,no,travel_rarely,228.84,,2,,1,898,1,4,male,28.61,2,1,laboratory technician,1,married,1848.33,4805.67,1,y,no,12,3.0,3,parttime,1,4.0,3,3.0,4,,3,2,,1992,22180.0,,,no
25,yes,travel_rarely,290.04,,3,medical,1,899,3,1,male,36.25,3,1,laboratory technician,1,married,2342.59,6090.75,5,y,no,13,3.0,3,parttime,1,6.0,5,3.0,2,,0,2,2342.59,1998,28111.13,,,yes
45,no,,273.83,,2,life sciences,1,900,10,1,male,34.23,3,1,research scientist,4,married,2211.67,5750.33,3,y,no,21,,4,parttime,2,8.0,3,2.0,2,,0,2,2211.67,1978,26540.0,,,yes
52,no,travel_rarely,1582.77,,2,life sciences,1,901,4,4,female,197.85,3,4,manager,4,married,12783.92,33238.2,2,y,no,13,3.0,4,fulltime,0,31.0,2,1.0,5,,1,4,12783.92,1971,153407.07,,,no
34,yes,travel_frequently,290.04,,2,,1,902,6,4,female,36.25,1,1,sales representative,3,,2342.59,6090.75,0,y,no,16,3.0,4,parttime,1,3.0,3,2.0,2,,1,0,,1989,28111.13,,,yes
26,no,travel_rarely,290.04,,3,life sciences,1,903,23,1,female,36.25,3,1,research scientist,4,divorced,2342.59,6090.75,1,y,no,22,4.0,2,parttime,2,11.359610274579271,3,1.0,3,,0,2,2342.59,1997,28111.13,,,yes
29,no,,1231.39,,4,,1,904,3,2,male,153.92,2,3,research director,3,,9945.83,25859.17,1,y,no,18,3.0,3,fulltime,0,11.359610274579271,2,3.0,10,,0,7,9945.83,1994,119350.0,,,yes
29,yes,,262.68,,5,technical degree,1,905,25,3,female,32.84,2,1,research scientist,2,married,2121.67,5516.33,5,y,no,16,3.0,2,parttime,0,6.0,2,4.0,2,,1,1,,1994,25460.0,,,no
46,no,,1842.8,,3,life sciences,1,906,2,1,male,230.35,3,4,research director,3,married,14884.17,38698.83,6,y,no,13,3.0,3,fulltime,0,11.359610274579271,2,1.0,3,,0,1,,1977,178610.0,,,no
46,no,,1032.49,,3,marketing,1,907,10,3,female,129.06,2,3,sales executive,4,,8339.32,21682.23,2,y,no,19,3.0,3,parttime,1,15.0,3,3.0,3,,1,2,8339.32,1977,,,,no
30,no,travel_rarely,290.04,sales,1,marketing,1,908,7,4,male,36.25,3,1,sales representative,2,single,2342.59,6090.75,0,y,no,14,3.0,1,parttime,0,11.359610274579271,3,3.0,3,,1,2,,1993,28111.13,sales representative  -  sales,,yes
34,yes,travel_frequently,1032.49,human resources,3,,1,909,23,2,female,129.06,3,3,human resources,1,divorced,8339.32,21682.23,9,y,yes,15,3.0,3,parttime,3,11.359610274579271,2,3.0,3,,0,2,,1989,100071.84,human resources  -  human resources,,no
42,no,,290.04,,2,other,1,910,5,2,male,36.25,3,1,laboratory technician,3,married,2342.59,6090.75,4,y,no,17,3.0,4,parttime,1,11.359610274579271,4,3.0,2,,2,0,2342.59,1981,28111.13,,,yes
22,yes,,401.76,research & development,1,technical degree,1,911,25,3,male,50.22,2,1,laboratory technician,3,single,3245.0,8437.0,5,y,no,16,3.0,3,fulltime,0,4.0,3,3.0,2,,1,2,3245.0,2001,38940.0,laboratory technician  -  research & development,,yes
29,no,travel_rarely,439.73,,3,technical degree,1,912,19,4,male,54.97,3,2,manufacturing director,4,divorced,3551.67,9234.33,4,y,no,12,3.0,2,parttime,2,8.0,2,4.0,3,2.0,1,2,,1994,42620.0,,,yes
46,no,travel_frequently,1086.12,research & development,1,medical,1,913,18,1,female,135.76,3,3,healthcare representative,3,married,8772.5,22808.5,5,y,no,11,3.0,4,parttime,0,11.359610274579271,3,2.0,2,,1,2,,1977,105270.0,healthcare representative  -  research & development,,yes
32,yes,,556.26,sales,4,other,1,914,11,4,male,69.53,4,2,sales executive,3,,4492.84,11681.39,8,y,no,12,3.0,4,parttime,0,11.359610274579271,2,3.0,4,,1,2,,1991,53914.11,sales executive  -  sales,,yes
24,no,,247.62,,3,medical,1,915,24,4,male,30.95,3,1,sales representative,4,,2000.0,5200.0,0,y,no,13,3.0,3,parttime,2,3.0,3,3.0,2,,2,1,2000.0,1999,,,,no
35,no,travel_rarely,379.79,,2,,1,916,25,1,male,47.47,2,2,laboratory technician,4,single,3067.5,7975.5,4,y,no,14,3.0,4,parttime,0,11.359610274579271,3,3.0,3,,0,2,,1988,36810.0,,,no
42,no,,556.26,,4,life sciences,1,917,2,3,female,69.53,3,2,healthcare representative,4,married,4492.84,11681.39,1,y,no,13,3.0,2,parttime,2,10.0,4,3.0,10,,2,2,4492.84,1981,53914.11,,,yes
48,no,travel_rarely,1582.77,,4,,1,918,1,4,female,197.85,2,4,manager,1,married,12783.92,33238.2,7,y,no,11,3.0,1,fulltime,1,21.0,3,1.0,3,,0,2,,1975,153407.07,,,yes
44,no,travel_rarely,556.26,,4,,1,919,1,1,female,69.53,2,2,human resources,3,,4492.84,11681.39,4,y,no,11,,2,parttime,0,10.0,1,4.0,2,2.0,0,2,4492.84,1979,53914.11,,,yes
34,no,,290.04,sales,3,,1,920,14,3,female,36.25,3,1,sales representative,3,,2342.59,6090.75,1,y,yes,18,3.0,4,parttime,2,8.0,3,3.0,8,,0,6,2342.59,1989,28111.13,sales representative  -  sales,,yes
21,no,,355.64,,1,technical degree,1,921,22,3,male,44.46,3,1,sales representative,3,,2872.5,7468.5,1,y,no,11,,3,fulltime,0,11.359610274579271,2,3.0,3,,1,2,2872.5,2002,34470.0,,,yes
44,no,travel_rarely,2013.25,,4,,1,922,3,4,male,251.66,3,5,manager,4,,16260.83,42278.17,4,y,no,12,3.0,1,parttime,1,26.0,2,4.0,2,,0,1,16260.83,1979,,,,yes
22,no,travel_rarely,290.04,,1,medical,1,923,6,1,male,36.25,3,1,research scientist,3,married,2342.59,6090.75,0,y,no,20,4.0,4,parttime,0,11.359610274579271,3,3.0,2,,2,2,2342.59,2001,28111.13,,,yes
26,no,travel_rarely,274.34,,3,,1,924,6,3,female,34.29,3,1,laboratory technician,4,,2215.83,5761.17,1,y,yes,13,,3,parttime,1,11.359610274579271,2,3.0,3,,0,2,2215.83,1997,,,,no
36,no,,912.79,,2,medical,1,925,9,2,male,114.1,2,2,manufacturing director,2,,7372.5,19168.5,2,y,yes,11,3.0,3,fulltime,1,13.0,2,3.0,3,,0,2,7372.5,1987,88470.0,,,yes
27,no,,210.99,,4,medical,1,926,3,1,male,26.37,2,1,research scientist,4,single,1704.17,4430.83,0,y,no,13,3.0,4,parttime,0,5.0,0,3.0,4,,1,1,,1996,20450.0,,,yes
23,no,travel_rarely,290.04,,3,,1,927,4,1,male,36.25,4,1,research scientist,1,,2342.59,6090.75,2,y,no,16,3.0,1,parttime,1,5.0,3,4.0,3,,0,2,2342.59,2000,28111.13,,,no
25,no,,500.5,,3,life sciences,1,928,8,4,male,62.56,4,2,sales executive,2,,4042.5,10510.5,0,y,no,22,4.0,3,parttime,1,4.0,4,3.0,3,,1,2,4042.5,1998,48510.0,,,no
48,no,,837.78,,1,,1,929,14,1,male,104.72,4,2,sales executive,2,married,6766.67,17593.33,3,y,no,12,3.0,4,fulltime,0,11.359610274579271,3,3.0,2,,2,2,,1975,81200.0,,,yes
24,yes,travel_rarely,472.23,,2,life sciences,1,930,3,1,female,59.03,3,2,sales executive,3,single,3814.17,9916.83,9,y,no,14,3.0,1,parttime,0,11.359610274579271,3,3.0,2,,2,0,3814.17,1999,45770.0,,,yes
60,no,travel_rarely,557.66,,4,,1,931,16,1,male,69.71,3,2,sales executive,1,single,4504.17,11710.83,8,y,no,14,3.0,4,fulltime,0,10.0,1,3.0,2,,2,2,,1963,54050.0,,,no
50,no,,290.04,,4,marketing,1,932,8,4,male,36.25,3,1,sales representative,2,married,2342.59,6090.75,7,y,no,15,3.0,4,parttime,1,4.0,2,3.0,2,,2,2,2342.59,1973,28111.13,,,yes
44,no,non-travel,382.57,,3,,1,933,24,1,male,47.82,1,1,laboratory technician,3,single,3090.0,8034.0,2,y,no,14,3.0,3,fulltime,0,9.0,5,3.0,5,,1,4,,1979,37080.0,,,no
47,no,travel_frequently,1420.71,,3,,1,934,3,4,female,177.59,3,4,sales executive,3,divorced,11475.0,29835.0,9,y,yes,12,3.0,4,fulltime,2,28.0,2,2.0,22,,11,13,11475.0,1976,137700.0,,,yes
42,yes,,290.04,,3,,1,935,19,3,male,36.25,4,1,research scientist,3,divorced,2342.59,6090.75,6,y,no,12,3.0,4,parttime,0,11.359610274579271,2,3.0,2,,2,2,2342.59,1981,28111.13,,,yes
43,no,travel_frequently,556.26,,3,life sciences,1,936,15,4,male,69.53,2,2,sales executive,4,married,4492.84,11681.39,3,y,no,18,,3,parttime,1,7.0,5,3.0,2,,2,2,4492.84,1980,53914.11,,,yes
40,no,,290.04,,1,,1,937,2,4,female,36.25,2,1,research scientist,4,single,2342.59,6090.75,0,y,no,20,4.0,4,parttime,0,5.0,2,2.0,4,,2,3,2342.59,1983,28111.13,,,no
29,no,,236.99,sales,3,,1,938,10,4,male,29.62,3,1,sales representative,2,,1914.17,4976.83,1,y,no,14,3.0,4,parttime,2,11.359610274579271,2,3.0,2,,2,2,1914.17,1994,,sales representative  -  sales,,no
53,no,,252.78,,3,,1,939,6,4,male,31.6,3,2,laboratory technician,4,single,2041.67,5308.33,2,y,no,17,3.0,4,parttime,0,19.0,4,3.0,2,,2,2,2041.67,1970,24500.0,,,no
23,no,travel_rarely,290.04,research & development,1,medical,1,940,12,1,male,36.25,4,1,research scientist,3,single,2342.59,6090.75,1,y,no,18,3.0,4,parttime,0,11.359610274579271,3,3.0,2,,0,2,2342.59,2000,28111.13,research scientist  -  research & development,,no
55,yes,,1973.98,,3,medical,1,941,2,4,male,246.75,3,5,manager,1,,15943.72,41453.67,5,y,yes,13,3.0,4,parttime,1,24.0,2,3.0,5,,1,4,15943.72,1968,,,,no
26,no,travel_frequently,290.04,,2,life sciences,1,942,1,1,female,36.25,1,1,laboratory technician,4,,2342.59,6090.75,3,y,no,14,3.0,1,parttime,1,11.359610274579271,2,3.0,2,,2,0,2342.59,1997,28111.13,,,yes
34,no,travel_rarely,290.04,,4,,1,943,1,2,female,36.25,4,1,research scientist,4,single,2342.59,6090.75,2,y,no,16,3.0,3,parttime,0,11.359610274579271,2,3.0,4,,1,3,2342.59,1989,,,,no
27,no,,447.98,,1,marketing,1,944,8,3,male,56.0,3,2,sales executive,4,married,3618.33,9407.67,0,y,no,19,3.0,2,parttime,1,5.0,3,3.0,4,,1,1,3618.33,1996,43420.0,,,yes
35,no,travel_rarely,265.37,,4,,1,945,8,1,female,33.17,3,1,sales representative,4,,2143.33,5572.67,1,y,no,16,3.0,2,parttime,1,3.0,1,2.0,3,,0,2,2143.33,1988,,,,yes
30,no,travel_rarely,290.04,,3,,1,946,18,4,male,36.25,1,1,laboratory technician,3,married,2342.59,6090.75,3,y,no,21,,3,parttime,2,7.0,2,3.0,2,,0,2,2342.59,1993,28111.13,,,yes
34,no,,670.63,,2,,1,947,8,3,female,83.83,3,2,sales executive,1,,5416.67,14083.33,5,y,no,17,3.0,2,parttime,1,11.359610274579271,1,3.0,3,,1,2,5416.67,1989,,,,yes
52,no,travel_rarely,324.9,research & development,4,life sciences,1,948,25,2,female,40.61,3,2,laboratory technician,3,,2624.17,6822.83,8,y,no,20,4.0,2,parttime,1,9.0,3,3.0,5,,1,4,2624.17,1971,31490.0,laboratory technician  -  research & development,,yes
33,yes,travel_rarely,549.3,,3,marketing,1,949,16,1,female,68.66,3,2,sales executive,1,single,4436.67,11535.33,5,y,no,15,3.0,3,parttime,0,11.359610274579271,3,3.0,3,,0,2,4436.67,1990,53240.0,,,no
35,no,travel_rarely,290.04,research & development,4,,1,950,20,2,female,36.25,4,1,research scientist,3,single,2342.59,6090.75,3,y,no,13,3.0,3,parttime,0,7.0,0,3.0,2,,2,2,,1988,28111.13,research scientist  -  research & development,,no
28,yes,,452.11,,4,,1,951,2,3,male,56.51,3,1,research scientist,3,single,3651.67,9494.33,6,y,no,17,3.0,4,fulltime,0,5.0,3,2.0,2,,2,1,3651.67,1995,43820.0,,,yes
36,no,travel_rarely,290.04,,3,human resources,1,952,13,3,male,36.25,3,1,human resources,2,married,2342.59,6090.75,4,y,no,13,3.0,2,parttime,1,11.359610274579271,2,3.0,5,,0,4,2342.59,1987,28111.13,,,yes
34,no,travel_frequently,263.4,research & development,4,,1,953,16,3,female,32.93,2,1,research scientist,4,single,2127.5,5531.5,1,y,no,16,3.0,3,parttime,0,6.0,3,3.0,5,,1,3,2127.5,1989,25530.0,research scientist  -  research & development,,yes
34,no,,290.04,,2,,1,954,3,3,male,36.25,3,1,human resources,4,,2342.59,6090.75,0,y,no,19,3.0,3,parttime,1,4.0,1,1.0,3,,0,2,2342.59,1989,,,,no
44,no,travel_rarely,612.13,,3,,1,955,4,4,male,76.52,3,2,healthcare representative,2,single,4944.17,12854.83,9,y,no,12,3.0,4,fulltime,0,10.0,2,2.0,5,,2,3,4944.17,1979,59330.0,,,yes
32,no,,454.28,,4,life sciences,1,956,13,2,male,56.78,3,2,sales executive,4,divorced,3669.17,9539.83,2,y,no,11,3.0,3,parttime,1,8.0,3,2.0,5,,0,3,,1991,44030.0,,,yes
53,no,,1128.11,,2,,1,957,7,1,female,141.01,2,3,sales executive,4,married,9111.67,23690.33,7,y,yes,18,3.0,4,fulltime,1,35.0,3,3.0,5,,0,4,9111.67,1970,109340.0,,,no
22,no,,556.26,,2,life sciences,1,958,1,4,male,69.53,2,2,manufacturing director,4,,4492.84,11681.39,6,y,no,22,4.0,1,parttime,2,4.0,2,1.0,2,,2,2,4492.84,2001,53914.11,,,no
44,no,travel_rarely,290.04,,4,life sciences,1,959,8,1,male,36.25,4,1,laboratory technician,4,,2342.59,6090.75,2,y,yes,24,4.0,3,parttime,1,10.0,2,2.0,3,,0,2,2342.59,1979,28111.13,,,no
35,yes,travel_frequently,208.62,,4,life sciences,1,960,25,4,female,26.08,3,1,research scientist,2,divorced,1685.0,4381.0,1,y,no,19,3.0,1,parttime,1,10.0,3,2.0,10,,7,8,1685.0,1988,20220.0,,,yes
25,no,,439.11,,1,,1,961,4,3,male,54.89,2,2,sales executive,1,,3546.67,9221.33,1,y,no,12,3.0,1,parttime,0,5.0,1,4.0,5,,0,3,3546.67,1998,42560.0,,,no
49,no,travel_rarely,369.37,,3,technical degree,1,962,1,3,female,46.17,3,1,research scientist,1,,2983.33,7756.67,2,y,no,16,3.0,2,parttime,1,7.0,2,3.0,4,,0,2,2983.33,1974,,,,no
24,no,non-travel,290.04,,1,life sciences,1,963,19,1,male,36.25,2,1,laboratory technician,4,,2342.59,6090.75,0,y,no,17,3.0,4,parttime,0,11.359610274579271,2,2.0,5,,3,4,2342.59,1999,28111.13,,,no
38,no,travel_rarely,299.1,sales,3,marketing,1,964,9,2,male,37.39,2,1,sales representative,2,,2415.83,6281.17,0,y,no,19,3.0,4,fulltime,1,3.0,3,3.0,2,,1,2,2415.83,1985,28990.0,sales representative  -  sales,,yes
29,yes,travel_rarely,290.04,,3,medical,1,965,1,2,female,36.25,2,1,sales representative,3,,2342.59,6090.75,6,y,yes,19,3.0,3,parttime,3,5.0,3,3.0,3,,0,2,2342.59,1994,28111.13,,,no
43,no,travel_frequently,573.86,,3,life sciences,1,966,1,4,female,71.73,3,2,healthcare representative,4,married,4635.0,12051.0,4,y,no,13,3.0,2,parttime,1,12.0,2,2.0,5,,2,2,4635.0,1980,,,,yes
28,no,travel_rarely,556.26,,4,medical,1,967,5,1,male,69.53,3,2,sales executive,4,single,4492.84,11681.39,1,y,no,14,3.0,2,parttime,0,4.0,3,3.0,4,,0,2,,1995,53914.11,,,no
20,yes,travel_rarely,290.04,,3,,1,968,2,3,female,36.25,2,1,sales representative,3,single,2342.59,6090.75,1,y,no,13,3.0,4,parttime,0,2.0,3,2.0,2,,0,2,2342.59,2003,28111.13,,,yes
47,no,,290.04,,4,life sciences,1,969,2,4,female,36.25,2,1,sales representative,4,single,2342.59,6090.75,1,y,yes,18,3.0,1,parttime,0,3.0,3,2.0,3,,1,2,2342.59,1976,,,,yes
22,yes,travel_rarely,556.26,,1,life sciences,1,970,3,2,female,69.53,3,2,manufacturing director,3,married,4492.84,11681.39,0,y,yes,19,3.0,1,parttime,1,4.0,3,4.0,3,,0,2,4492.84,2001,53914.11,,,yes
28,no,,245.25,,3,medical,1,971,9,3,female,30.66,3,1,research scientist,3,divorced,1980.83,5150.17,5,y,no,18,3.0,2,parttime,1,6.0,2,3.0,2,,2,2,1980.83,1995,23770.0,,,yes
39,yes,,248.03,research & development,3,medical,1,972,6,4,male,31.0,3,1,laboratory technician,1,married,2003.33,5208.67,7,y,no,21,4.0,4,parttime,0,11.359610274579271,2,1.0,2,,2,2,,1984,24040.0,laboratory technician  -  research & development,,yes
33,no,travel_rarely,288.79,research & development,4,,1,973,1,3,male,36.1,2,1,research scientist,1,single,2332.5,6064.5,3,y,no,11,3.0,2,parttime,0,11.359610274579271,1,3.0,3,,0,2,2332.5,1990,27990.0,research scientist  -  research & development,,no
